apc.00;apc.10;apc.11;kras.00;kras.10;kras.11;p53.00;p53.10;p53.11
0.7764;0.2236;0;0.5724;0.4276;0;0.754;0.246;0
0.7732;0.2268;0;0.5628;0.4372;0;0.75;0.25;0
0.77;0.23;0;0.554;0.446;0;0.7444;0.2556;0
0.764;0.236;0;0.544;0.456;0;0.7384;0.2616;0
0.76;0.24;0;0.5336;0.4664;0;0.732;0.268;0
0.7564;0.2436;0;0.5256;0.4744;0;0.7256;0.2744;0
0.7528;0.2472;0;0.514;0.486;0;0.7176;0.2824;0
0.7472;0.2528;0;0.5044;0.4956;0;0.7104;0.2896;0
0.7408;0.2592;0;0.494;0.506;0;0.706;0.294;0
0.7344;0.2656;0;0.4836;0.5164;0;0.6996;0.3004;0
0.728;0.272;0;0.4732;0.5268;0;0.6948;0.3052;0
0.7228;0.2772;0;0.4636;0.5364;0;0.6892;0.3108;0
0.716;0.284;0;0.4532;0.5468;0;0.682;0.318;0
0.71;0.29;0;0.442;0.558;0;0.6764;0.3236;0
0.7056;0.2944;0;0.4304;0.5696;0;0.6716;0.3284;0
0.6996;0.3004;0;0.4204;0.5796;0;0.6652;0.3348;0
0.6896;0.3104;0;0.4132;0.5868;0;0.6592;0.3408;0
0.684;0.316;0;0.406;0.594;0;0.652;0.348;0
0.678;0.322;0;0.3956;0.6044;0;0.6488;0.3512;0
0.6716;0.3284;0;0.3868;0.6132;0;0.6448;0.3552;0
0.6672;0.3328;0;0.3788;0.6212;0;0.6392;0.3608;0
0.6628;0.3372;0;0.3704;0.6296;0;0.634;0.366;0
0.6568;0.3432;0;0.3592;0.6408;0;0.6288;0.3712;0
0.6516;0.3484;0;0.3516;0.6484;0;0.6264;0.3736;0
0.6444;0.3556;0;0.3416;0.6584;0;0.62;0.38;0
0.6368;0.3632;0;0.3304;0.6696;0;0.6152;0.3848;0
0.6296;0.3704;0;0.3192;0.6808;0;0.6096;0.3904;0
0.6288;0.3712;0;0.306;0.694;0;0.6076;0.3924;0
0.6244;0.3756;0;0.2936;0.7064;0;0.6064;0.3936;0
0.6192;0.3808;0;0.2872;0.7128;0;0.6036;0.3964;0
0.614;0.386;0;0.2768;0.7232;0;0.594;0.406;0
0.6084;0.3916;0;0.2688;0.7312;0;0.5876;0.4124;0
0.6032;0.3968;0;0.2588;0.7412;0;0.5804;0.4196;0
0.5992;0.4008;0;0.2492;0.7508;0;0.5732;0.4268;0
0.5968;0.4032;0;0.2392;0.7608;0;0.5656;0.4344;0
0.592;0.408;0;0.2256;0.7744;0;0.56;0.44;0
0.5912;0.4088;0;0.2164;0.7836;0;0.556;0.444;0
0.5848;0.4152;0;0.2044;0.7956;0;0.552;0.448;0
0.5796;0.4204;0;0.194;0.806;0;0.5476;0.4524;0
0.574;0.426;0;0.1852;0.8148;0;0.5444;0.4556;0
0.5688;0.4312;0;0.1764;0.8236;0;0.5392;0.4608;0
0.5636;0.4364;0;0.1684;0.8316;0;0.5344;0.4656;0
0.5588;0.4412;0;0.1596;0.8404;0;0.5292;0.4708;0
0.5512;0.4488;0;0.148;0.852;0;0.5264;0.4736;0
0.5432;0.4568;0;0.1404;0.8596;0;0.5188;0.4812;0
0.54;0.46;0;0.1284;0.8716;0;0.5132;0.4868;0
0.5352;0.4648;0;0.1168;0.8832;0;0.5096;0.4904;0
0.5292;0.4708;0;0.1048;0.8952;0;0.5072;0.4928;0
0.5244;0.4756;0;0.0924;0.9076;0;0.5032;0.4968;0
0.5176;0.4824;0;0.084;0.916;0;0.4988;0.5012;0
0.5132;0.4868;0;0.0728;0.9272;0;0.4944;0.5056;0
0.5104;0.4896;0;0.0644;0.9356;0;0.4916;0.5084;0
0.5116;0.4884;0;0.0656;0.9344;0;0.4908;0.5092;0
0.5124;0.4876;0;0.0656;0.9344;0;0.492;0.508;0
0.5184;0.4816;0;0.0668;0.9332;0;0.4952;0.5048;0
0.512;0.488;0;0.0672;0.9328;0;0.4956;0.5044;0
0.5164;0.4836;0;0.0692;0.9308;0;0.4972;0.5028;0
0.5172;0.4828;0;0.07;0.93;0;0.494;0.506;0
0.51;0.49;0;0.0688;0.9312;0;0.496;0.504;0
0.5052;0.4948;0;0.0692;0.9308;0;0.4888;0.5112;0
0.5048;0.4952;0;0.0692;0.9308;0;0.484;0.516;0
0.5076;0.4924;0;0.0672;0.9328;0;0.4896;0.5104;0
0.506;0.494;0;0.0692;0.9308;0;0.4928;0.5072;0
0.5132;0.4868;0;0.0696;0.9304;0;0.4896;0.5104;0
0.5092;0.4908;0;0.0668;0.9332;0;0.4932;0.5068;0
0.5056;0.4944;0;0.0656;0.9344;0;0.4944;0.5056;0
0.502;0.498;0;0.0656;0.9344;0;0.494;0.506;0
0.5008;0.4992;0;0.0664;0.9336;0;0.4892;0.5108;0
0.496;0.504;0;0.0656;0.9344;0;0.486;0.514;0
0.4908;0.5092;0;0.0652;0.9348;0;0.486;0.514;0
0.4896;0.5104;0;0.0628;0.9372;0;0.492;0.508;0
0.4836;0.5164;0;0.0644;0.9356;0;0.4852;0.5148;0
0.4784;0.5208;0.0008;0.0632;0.9368;0;0.4904;0.5096;0
0.478816946;0.520383693;0;0.064748201;0.935251799;0;0.492805755;0.507194245;0
0.482414069;0.516786571;0;0.065947242;0.934052758;0;0.498800959;0.501199041;0
0.485611511;0.513589129;0;0.06314948;0.93685052;0;0.498800959;0.501199041;0
0.484218937;0.515381542;0;0.061925689;0.938074311;0;0.495405513;0.504594487;0
0.481022773;0.518577707;0;0.061126648;0.938873352;0;0.499001199;0.500998801;0
0.488019169;0.51158147;0;0.063498403;0.936501597;0;0.494009585;0.505990415;0
0.483626198;0.515974441;0;0.065495208;0.934504792;0;0.49201278;0.50798722;0
0.481836327;0.517764471;0;0.06506986;0.93493014;0;0.494610778;0.505389222;0
0.485429142;0.514171657;0;0.062275449;0.937724551;0;0.490219561;0.509780439;0
0.491816367;0.507784431;0;0.064271457;0.935728543;0;0.491417166;0.508582834;0
0.488622754;0.510978044;0;0.066666667;0.933333333;0;0.49500998;0.50499002;0
0.48742515;0.512175649;0;0.06746507;0.93253493;0;0.496606786;0.503393214;0
0.484231537;0.515369261;0;0.070658683;0.929341317;0;0.491417166;0.508582834;0
0.480638723;0.518962076;0;0.069461078;0.930538922;0;0.490219561;0.509780439;0
0.4750499;0.524550898;0;0.068662675;0.931337325;0;0.484630739;0.515369261;0
0.480239521;0.519361277;0;0.069860279;0.930139721;0;0.48502994;0.51497006;0
0.477844311;0.521756487;0;0.068662675;0.931337325;0;0.486227545;0.513772455;0
0.475848303;0.523752495;0;0.06746507;0.93253493;0;0.487824351;0.512175649;0
0.478642715;0.521357285;0;0.066666667;0.933333333;0;0.490219561;0.509780439;0
0.482634731;0.517365269;0;0.065469062;0.934530938;0;0.488223553;0.511776447;0
0.479840319;0.520159681;0;0.064271457;0.935728543;0;0.493013972;0.506986028;0
0.481437126;0.518562874;0;0.063872255;0.936127745;0;0.493013972;0.506986028;0
0.488223553;0.511776447;0;0.064271457;0.935728543;0;0.492215569;0.507784431;0
0.493812375;0.506187625;0;0.064670659;0.935329341;0;0.500998004;0.499001996;0
0.496207585;0.503792415;0;0.063073852;0.936926148;0;0.499001996;0.500998004;0
0.499001996;0.500998004;0;0.060279441;0.939720559;0;0.498203593;0.501796407;0
0.50259481;0.49740519;0;0.059481038;0.940518962;0;0.493413174;0.506586826;0
0.498602794;0.501397206;0;0.059481038;0.940518962;0;0.489021956;0.510978044;0
0.501397206;0.498602794;0;0.061876248;0.938123752;0;0.489021956;0.510978044;0
0.510179641;0.489820359;0;0.063872255;0.936127745;0;0.491417166;0.508582834;0
0.514570858;0.485429142;0;0.066666667;0.933333333;0;0.49500998;0.50499002;0
0.51257485;0.48742515;0;0.067065868;0.932934132;0;0.500598802;0.499401198;0
0.509381238;0.490618762;0;0.067065868;0.932934132;0;0.497804391;0.502195609;0
0.506187625;0.493812375;0;0.06746507;0.93253493;0;0.503393214;0.496606786;0
0.502994012;0.497005988;0;0.066267465;0.933732535;0;0.502994012;0.497005988;0
0.498203593;0.501796407;0;0.066666667;0.933333333;0;0.503792415;0.496207585;0
0.501397206;0.498602794;0;0.067065868;0.932934132;0;0.493013972;0.506986028;0
0.503393214;0.496606786;0;0.067065868;0.932934132;0;0.496207585;0.503792415;0
0.506586826;0.493413174;0;0.065469062;0.934530938;0;0.493812375;0.506187625;0
0.506187625;0.493812375;0;0.065868263;0.934131737;0;0.49740519;0.50259481;0
0.502195609;0.497804391;0;0.06506986;0.93493014;0;0.500998004;0.499001996;0
0.49740519;0.50259481;0;0.064271457;0.935728543;0;0.501796407;0.498203593;0
0.498602794;0.501397206;0;0.064271457;0.935728543;0;0.499800399;0.500199601;0
0.500598802;0.499401198;0;0.064271457;0.935728543;0;0.500199601;0.499800399;0
0.499800399;0.500199601;0;0.06506986;0.93493014;0;0.49740519;0.50259481;0
0.505389222;0.494610778;0;0.065868263;0.934131737;0;0.500998004;0.499001996;0
0.507784431;0.492215569;0;0.066267465;0.933732535;0;0.505788423;0.494211577;0
0.505389222;0.494610778;0;0.067065868;0.932934132;0;0.505788423;0.494211577;0
0.50259481;0.49740519;0;0.069461078;0.930538922;0;0.499800399;0.500199601;0
0.498203593;0.501796407;0;0.070658683;0.929341317;0;0.495409182;0.504590818;0
0.494610778;0.505389222;0;0.071057884;0.928942116;0;0.494211577;0.505788423;0
0.489421158;0.510578842;0;0.071457086;0.928542914;0;0.499401198;0.500598802;0
0.491816367;0.508183633;0;0.074251497;0.925748503;0;0.495808383;0.504191617;0
0.489421158;0.510578842;0;0.073852295;0.926147705;0;0.490219561;0.509780439;0
0.487824351;0.512175649;0;0.074251497;0.925748503;0;0.483033932;0.516966068;0
0.48742515;0.51257485;0;0.073053892;0.926946108;0;0.48502994;0.51497006;0
0.485429142;0.514570858;0;0.070658683;0.929341317;0;0.481037924;0.518962076;0
0.488622754;0.511377246;0;0.068662675;0.931337325;0;0.484231537;0.515768463;0
0.49500998;0.50499002;0;0.067864271;0.932135729;0;0.487025948;0.512974052;0
0.496606786;0.503393214;0;0.066666667;0.933333333;0;0.485429142;0.514570858;0
0.502195609;0.497804391;0;0.066666667;0.933333333;0;0.490219561;0.509780439;0
0.49740519;0.50259481;0;0.069860279;0.930139721;0;0.484630739;0.515369261;0
0.505389222;0.494610778;0;0.071457086;0.928542914;0;0.484231537;0.515768463;0
0.505389222;0.494610778;0;0.071457086;0.928542914;0;0.485429142;0.514570858;0
0.510578842;0.489421158;0;0.072654691;0.927345309;0;0.478243513;0.521756487;0
0.514570858;0.485429142;0;0.071856287;0.928143713;0;0.483033932;0.516966068;0
0.512974052;0.487025948;0;0.072255489;0.927744511;0;0.479041916;0.520958084;0
0.516566866;0.483433134;0;0.072654691;0.927345309;0;0.477844311;0.522155689;0
0.522954092;0.477045908;0;0.070658683;0.929341317;0;0.481037924;0.518962076;0
0.518962076;0.481037924;0;0.070259481;0.929740519;0;0.485429142;0.514570858;0
0.515369261;0.484630739;0;0.071057884;0.928942116;0;0.484630739;0.514570858;0
0.520159681;0.479840319;0;0.071457086;0.928542914;0;0.481836327;0.516966068;0.001197605
0.517764471;0.482235529;0;0.071057884;0.928942116;0;0.484630739;0.513772455;0.001596806
0.526147705;0.473852295;0;0.072654691;0.927345309;0;0.490219561;0.507784431;0.001996008
0.526946108;0.473053892;0;0.071057884;0.928942116;0;0.48742515;0.510179641;0.00239521
0.527345309;0.472654691;0;0.071457086;0.928542914;0;0.487824351;0.509381238;0.002794411
0.531337325;0.468662675;0;0.072255489;0.927744511;0;0.487025948;0.509780439;0.003193613
0.531337325;0.468662675;0;0.072654691;0.927345309;0;0.487824351;0.508582834;0.003592814
0.53493014;0.46506986;0;0.070259481;0.929740519;0;0.486626747;0.509381238;0.003992016
0.532934132;0.467065868;0;0.067864271;0.932135729;0;0.488223553;0.50738523;0.004391218
0.531736527;0.468263473;0;0.067864271;0.932135729;0;0.488223553;0.506986028;0.004790419
0.535728543;0.464271457;0;0.066267465;0.933732535;0;0.487824351;0.506986028;0.005189621
0.541317365;0.458682635;0;0.064670659;0.935329341;0;0.489421158;0.50499002;0.005588822
0.546107784;0.453892216;0;0.066267465;0.933732535;0;0.486227545;0.507784431;0.005988024
0.547305389;0.452694611;0;0.065469062;0.934530938;0;0.491017964;0.50259481;0.006387226
0.552095808;0.447904192;0;0.059481038;0.940518962;0;0.489421158;0.503792415;0.006786427
0.550898204;0.449101796;0;0.060678643;0.939321357;0;0.48742515;0.505788423;0.006786427
0.547305389;0.452694611;0;0.063073852;0.936926148;0;0.483433134;0.509780439;0.006786427
0.547305389;0.452694611;0;0.065868263;0.934131737;0;0.479041916;0.514171657;0.006786427
0.539720559;0.460279441;0;0.067065868;0.932934132;0;0.472654691;0.520558882;0.006786427
0.536127745;0.463872255;0;0.066666667;0.933333333;0;0.475848303;0.517365269;0.006786427
0.532934132;0.467065868;0;0.065469062;0.934530938;0;0.473852295;0.519361277;0.006786427
0.528143713;0.471856287;0;0.063073852;0.936926148;0;0.473852295;0.519361277;0.006786427
0.521357285;0.478642715;0;0.064670659;0.935329341;0;0.471457086;0.521756487;0.006786427
0.516167665;0.483832335;0;0.064271457;0.935728543;0;0.465469062;0.527744511;0.006786427
0.510578842;0.489421158;0;0.063473054;0.936526946;0;0.470259481;0.522954092;0.006786427
0.504590818;0.495409182;0;0.063872255;0.936127745;0;0.466267465;0.526946108;0.006786427
0.506586826;0.493413174;0;0.065469062;0.934530938;0;0.462275449;0.530938124;0.006786427
0.510179641;0.489820359;0;0.067065868;0.932934132;0;0.471856287;0.521357285;0.006786427
0.506187625;0.493812375;0;0.069061876;0.930938124;0;0.4750499;0.518163673;0.006786427
0.506586826;0.493413174;0;0.069461078;0.930538922;0;0.477045908;0.516167665;0.006786427
0.505389222;0.494610778;0;0.066267465;0.933732535;0;0.4750499;0.518163673;0.006786427
0.503393214;0.496606786;0;0.065868263;0.934131737;0;0.480239521;0.512974052;0.006786427
0.504590818;0.495409182;0;0.066267465;0.933732535;0;0.483033932;0.510179641;0.006786427
0.500998004;0.499001996;0;0.067065868;0.932934132;0;0.480638723;0.51257485;0.006786427
0.50499002;0.49500998;0;0.067065868;0.932934132;0;0.475848303;0.517365269;0.006786427
0.504191617;0.495808383;0;0.070658683;0.929341317;0;0.471057884;0.522155689;0.006786427
0.501796407;0.498203593;0;0.071057884;0.928942116;0;0.468263473;0.5249501;0.006786427
0.501397206;0.498602794;0;0.071856287;0.928143713;0;0.472654691;0.520558882;0.006786427
0.500998004;0.499001996;0;0.072654691;0.927345309;0;0.469461078;0.523752495;0.006786427
0.500998004;0.499001996;0;0.073053892;0.926946108;0;0.467864271;0.525349301;0.006786427
0.506187625;0.493812375;0;0.069860279;0.930139721;0;0.467065868;0.526147705;0.006786427
0.510179641;0.489820359;0;0.068662675;0.931337325;0;0.46746507;0.525748503;0.006786427
0.513373253;0.486626747;0;0.06746507;0.93253493;0;0.467065868;0.526147705;0.006786427
0.511776447;0.488223553;0;0.069461078;0.930538922;0;0.459481038;0.533732535;0.006786427
0.512974052;0.487025948;0;0.070259481;0.929740519;0;0.462275449;0.530938124;0.006786427
0.50499002;0.49500998;0;0.070658683;0.929341317;0;0.458283433;0.53493014;0.006786427
0.50738523;0.49261477;0;0.069461078;0.930538922;0;0.456287425;0.536926148;0.006786427
0.508582834;0.491417166;0;0.066267465;0.933732535;0;0.455489022;0.537724551;0.006786427
0.513373253;0.486626747;0;0.068263473;0.931736527;0;0.455489022;0.537724551;0.006786427
0.515369261;0.484630739;0;0.068263473;0.931736527;0;0.452295409;0.540918164;0.006786427
0.510978044;0.489021956;0;0.066267465;0.933732535;0;0.456287425;0.536926148;0.006786427
0.508582834;0.491417166;0;0.068662675;0.931337325;0;0.461477046;0.531736527;0.006786427
0.508183633;0.491816367;0;0.069860279;0.930139721;0;0.460678643;0.53253493;0.006786427
0.505788423;0.494211577;0;0.070259481;0.929740519;0;0.468263473;0.5249501;0.006786427
0.509381238;0.490618762;0;0.068662675;0.931337325;0;0.468263473;0.5249501;0.006786427
0.510578842;0.489421158;0;0.06746507;0.93253493;0;0.474251497;0.518962076;0.006786427
0.518163673;0.481836327;0;0.06746507;0.93253493;0;0.471856287;0.521357285;0.006786427
0.520958084;0.479041916;0;0.068263473;0.931736527;0;0.466666667;0.526546906;0.006786427
0.520958084;0.479041916;0;0.068662675;0.931337325;0;0.469461078;0.523752495;0.006786427
0.528542914;0.471457086;0;0.06746507;0.93253493;0;0.46506986;0.528143713;0.006786427
0.536127745;0.463872255;0;0.066666667;0.933333333;0;0.461876248;0.531337325;0.006786427
0.535728543;0.464271457;0;0.065868263;0.934131737;0;0.457884232;0.535329341;0.006786427
0.534131737;0.465868263;0;0.063872255;0.936127745;0;0.459481038;0.533732535;0.006786427
0.540918164;0.459081836;0;0.062674651;0.937325349;0;0.45988024;0.533333333;0.006786427
0.540518962;0.459481038;0;0.063073852;0.936926148;0;0.460678643;0.53253493;0.006786427
0.548902196;0.451097804;0;0.064670659;0.935329341;0;0.463473054;0.529740519;0.006786427
0.548502994;0.451497006;0;0.063872255;0.936127745;0;0.466666667;0.526546906;0.006786427
0.551297405;0.448702595;0;0.064670659;0.935329341;0;0.468662675;0.524550898;0.006786427
0.556487026;0.443512974;0;0.067065868;0.932934132;0;0.469860279;0.523353293;0.006786427
0.561277445;0.438722555;0;0.06746507;0.93253493;0;0.465868263;0.527345309;0.006786427
0.557684631;0.442315369;0;0.069461078;0.930538922;0;0.467065868;0.526147705;0.006786427
0.558882236;0.441117764;0;0.067065868;0.932934132;0;0.467065868;0.526147705;0.006786427
0.556087824;0.443912176;0;0.069061876;0.930938124;0;0.470658683;0.52255489;0.006786427
0.549700599;0.450299401;0;0.067065868;0.932934132;0;0.469860279;0.523353293;0.006786427
0.551297405;0.448702595;0;0.06746507;0.93253493;0;0.470658683;0.52255489;0.006786427
0.543313373;0.456686627;0;0.067864271;0.932135729;0;0.473453094;0.519760479;0.006786427
0.538522954;0.461477046;0;0.066267465;0.933732535;0;0.475449102;0.524550898;0
0.539321357;0.460678643;0;0.067864271;0.932135729;0;0.474650699;0.525349301;0
0.536526946;0.463473054;0;0.067864271;0.932135729;0;0.473053892;0.526946108;0
0.536926148;0.463073852;0;0.070259481;0.929740519;0;0.481836327;0.518163673;0
0.538922156;0.461077844;0;0.072255489;0.927744511;0;0.475449102;0.524550898;0
0.538522954;0.461477046;0;0.071856287;0.928143713;0;0.478243513;0.521756487;0
0.537724551;0.462275449;0;0.071457086;0.928542914;0;0.475449102;0.524550898;0
0.545708583;0.454291417;0;0.071457086;0.928542914;0;0.480239521;0.519760479;0
0.548502994;0.451497006;0;0.069860279;0.930139721;0;0.479840319;0.520159681;0
0.545309381;0.454690619;0;0.070658683;0.929341317;0;0.475848303;0.524151697;0
0.547704591;0.452295409;0;0.070259481;0.929740519;0;0.474251497;0.525748503;0
0.551297405;0.448702595;0;0.068263473;0.931736527;0;0.474251497;0.525748503;0
0.549700599;0.450299401;0;0.066267465;0.933732535;0;0.475449102;0.524550898;0
0.553692615;0.446307385;0;0.06746507;0.93253493;0;0.471856287;0.528143713;0
0.550499002;0.449500998;0;0.065868263;0.934131737;0;0.475848303;0.524151697;0
0.549301397;0.450698603;0;0.065868263;0.934131737;0;0.48502994;0.51497006;0
0.54491018;0.45508982;0;0.067864271;0.932135729;0;0.479041916;0.520958084;0
0.544510978;0.455489022;0;0.071457086;0.928542914;0;0.474251497;0.525748503;0
0.546906188;0.453093812;0;0.070658683;0.929341317;0;0.475449102;0.524550898;0
0.551696607;0.448303393;0;0.070658683;0.929341317;0;0.478243513;0.521756487;0
0.551297405;0.448702595;0;0.068263473;0.931736527;0;0.474650699;0.525349301;0
0.556487026;0.443512974;0;0.069061876;0.930938124;0;0.474650699;0.525349301;0
0.556087824;0.443912176;0;0.069860279;0.930139721;0;0.468662675;0.531337325;0
0.550499002;0.449500998;0;0.071856287;0.928143713;0;0.465469062;0.534530938;0
0.554491018;0.445508982;0;0.073453094;0.926546906;0;0.465868263;0.534131737;0
0.560479042;0.439520958;0;0.076646707;0.923353293;0;0.462674651;0.537325349;0
0.565269461;0.434730539;0;0.0750499;0.9249501;0;0.467864271;0.532135729;0
0.561277445;0.438722555;0;0.075449102;0.924550898;0;0.469061876;0.530938124;0
0.562075848;0.437924152;0;0.0750499;0.9249501;0;0.471457086;0.528542914;0
0.562874251;0.437125749;0;0.074251497;0.925748503;0;0.476247505;0.523752495;0
0.561676647;0.438323353;0;0.070658683;0.929341317;0;0.475449102;0.524550898;0
0.562874251;0.437125749;0;0.06746507;0.93253493;0;0.471057884;0.528942116;0
0.556886228;0.443113772;0;0.06506986;0.93493014;0;0.471457086;0.528542914;0
0.556886228;0.443113772;0;0.062275449;0.937724551;0;0.4750499;0.5249501;0
0.554491018;0.445508982;0;0.060279441;0.939720559;0;0.476646707;0.523353293;0
0.556087824;0.443912176;0;0.061876248;0.938123752;0;0.479041916;0.520958084;0
0.560479042;0.439520958;0;0.059481038;0.940518962;0;0.474650699;0.525349301;0
0.570858283;0.429141717;0;0.060678643;0.939321357;0;0.472654691;0.527345309;0
0.566866267;0.433133733;0;0.063872255;0.936127745;0;0.469061876;0.530938124;0
0.56247505;0.43752495;0;0.064271457;0.935728543;0;0.464670659;0.535329341;0
0.561676647;0.438323353;0;0.063872255;0.936127745;0;0.462275449;0.537724551;0
0.560878244;0.439121756;0;0.05988024;0.94011976;0;0.463872255;0.536127745;0
0.564071856;0.435928144;0;0.060279441;0.939720559;0;0.462674651;0.537325349;0
0.56247505;0.43752495;0;0.057884232;0.942115768;0;0.463473054;0.536526946;0
0.563672655;0.436327345;0;0.059081836;0.940918164;0;0.463473054;0.536526946;0
0.561277445;0.438722555;0;0.060678643;0.939321357;0;0.458682635;0.541317365;0
0.568063872;0.431936128;0;0.060678643;0.939321357;0;0.45988024;0.54011976;0
0.562075848;0.437924152;0;0.058283433;0.941716567;0;0.462674651;0.537325349;0
0.556487026;0.443512974;0;0.058283433;0.941716567;0;0.463872255;0.536127745;0
0.5500998;0.4499002;0;0.061477046;0.938522954;0;0.469061876;0.530938124;0
0.548103792;0.451896208;0;0.063073852;0.936926148;0;0.469461078;0.530538922;0
0.544510978;0.455489022;0;0.065868263;0.934131737;0;0.466267465;0.533732535;0
0.541317365;0.458682635;0;0.063073852;0.936926148;0;0.461077844;0.538922156;0
0.531736527;0.468263473;0;0.061477046;0.938522954;0;0.463872255;0.536127745;0
0.530139721;0.469860279;0;0.061477046;0.938522954;0;0.458283433;0.541716567;0
0.53253493;0.46746507;0;0.061477046;0.938522954;0;0.458682635;0.541317365;0
0.537724551;0.462275449;0;0.063073852;0.936926148;0;0.450299401;0.549700599;0
0.54011976;0.45988024;0;0.064670659;0.935329341;0;0.451497006;0.547704591;0
0.543313373;0.456686627;0;0.066267465;0.933732535;0;0.451097804;0.547704591;0.001197605
0.538922156;0.461077844;0;0.065469062;0.934530938;0;0.449101796;0.549700599;0.001197605
0.543313373;0.456686627;0;0.067864271;0.932135729;0;0.446307385;0.55249501;0.001197605
0.543712575;0.456287425;0;0.069061876;0.930938124;0;0.438722555;0.56007984;0.001197605
0.548103792;0.451896208;0;0.070658683;0.929341317;0;0.434331337;0.564471058;0.001197605
0.5500998;0.4499002;0;0.071856287;0.928143713;0;0.438323353;0.560479042;0.001197605
0.550499002;0.449500998;0;0.071057884;0.928942116;0;0.43992016;0.558882236;0.001197605
0.557285429;0.442714571;0;0.070259481;0.929740519;0;0.444311377;0.554491018;0.001197605
0.555688623;0.444311377;0;0.070259481;0.929740519;0;0.442714571;0.556087824;0.001197605
0.553692615;0.446307385;0;0.070658683;0.929341317;0;0.443912176;0.55489022;0.001197605
0.548103792;0.451896208;0;0.070259481;0.929740519;0;0.4499002;0.548902196;0.001197605
0.548502994;0.451497006;0;0.066267465;0.933732535;0;0.445508982;0.553293413;0.001197605
0.546107784;0.453892216;0;0.067065868;0.932934132;0;0.44750499;0.551297405;0.001197605
0.548103792;0.451896208;0;0.068263473;0.931736527;0;0.448303393;0.550499002;0.001197605
0.542115768;0.457884232;0;0.069061876;0.930938124;0;0.451896208;0.546906188;0.001197605
0.540918164;0.459081836;0;0.071057884;0.928942116;0;0.449500998;0.549301397;0.001197605
0.541716567;0.458283433;0;0.071856287;0.928143713;0;0.44510978;0.553692615;0.001197605
