apc.00;apc.10;apc.11;kras.00;kras.10;kras.11;p53.00;p53.10;p53.11
0.595846645;0.402555911;0.001597444;0.315095847;0.684904153;0;0.642971246;0.357028754;0
0.591054313;0.407348243;0.001597444;0.304313099;0.695686901;0;0.634984026;0.365015974;0
0.58586262;0.412539936;0.001597444;0.289936102;0.710063898;0;0.626597444;0.373402556;0
0.582268371;0.416134185;0.001597444;0.278753994;0.721246006;0;0.619808307;0.380191693;0
0.577644711;0.420758483;0.001596806;0.268662675;0.731337325;0;0.613972056;0.386027944;0
0.574051896;0.424351297;0.001596806;0.259081836;0.740918164;0;0.610379242;0.389620758;0
0.57005988;0.427944112;0.001996008;0.251097804;0.748902196;0;0.605189621;0.394810379;0
0.566188198;0.431419458;0.002392344;0.240829346;0.759170654;0;0.600079745;0.399920255;0
0.561179753;0.436030291;0.002789956;0.231566361;0.768433639;0;0.592267836;0.407732164;0
0.558788362;0.438421682;0.002789956;0.223196493;0.776803507;0;0.587883619;0.412116381;0
0.552725826;0.442101074;0.0051731;0.211301234;0.788698766;0;0.583764425;0.416235575;0
0.547192354;0.450019912;0.002787734;0.200716846;0.799283154;0;0.57745918;0.42254082;0
0.543608124;0.453604142;0.002787734;0.194344883;0.805655117;0;0.574671446;0.425328554;0
0.540023895;0.458383114;0.001592991;0.187176424;0.812823576;0;0.570290721;0.429709279;0
0.534633758;0.463773885;0.001592357;0.179538217;0.820461783;0;0.568073248;0.431926752;0
0.529669454;0.46953405;0;0.172839506;0.827160494;0;0.563918757;0.436081243;0
0.526441352;0.471570577;0.001988072;0.16500994;0.83499006;0;0.561033797;0.438966203;0
0.522673031;0.475735879;0.00159109;0.156324582;0.843675418;0;0.558074781;0.441925219;0
0.517899761;0.480509149;0.00159109;0.143595863;0.856404137;0;0.552903739;0.447096261;0
0.510722796;0.486100079;0.003177125;0.130659253;0.869340747;0;0.549642573;0.450357427;0
0.503771338;0.492258833;0.003969829;0.119094879;0.880905121;0;0.543866614;0.456133386;0
0.498611662;0.497421658;0.00396668;0.106703689;0.893296311;0;0.538278461;0.461721539;0
0.493454978;0.502578342;0.00396668;0.092026973;0.907973027;0;0.531138437;0.468861563;0
0.486518636;0.509119746;0.004361618;0.081681205;0.918318795;0;0.523790642;0.476209358;0
0.483154974;0.512088783;0.004756243;0.072136346;0.927863654;0;0.518826793;0.481173207;0
0.488123515;0.506334125;0.005542359;0.071258907;0.928741093;0;0.517814727;0.482185273;0
0.49010293;0.504750594;0.005146477;0.070071259;0.929928741;0;0.515835313;0.484164687;0
0.486946203;0.507515823;0.005537975;0.070411392;0.929588608;0;0.516218354;0.483781646;0
0.487351779;0.505928854;0.006719368;0.071146245;0.928853755;0;0.516600791;0.483399209;0
0.481700118;0.508461236;0.009838646;0.068476978;0.931523022;0;0.514364423;0.485635577;0
0.485253637;0.505308691;0.009437672;0.06763665;0.93236335;0;0.511207236;0.488792764;0
0.487219819;0.503735745;0.009044436;0.062917814;0.937082186;0;0.507668109;0.492331891;0
0.488235294;0.5;0.011764706;0.062352941;0.937647059;0;0.514509804;0.485490196;0
0.484123873;0.503332027;0.0125441;0.065464524;0.934535476;0;0.520972168;0.479027832;0
0.482380579;0.503915427;0.013703994;0.066953798;0.933046202;0;0.525450274;0.474549726;0
0.481828839;0.504493943;0.013677218;0.068386088;0.931613912;0;0.527549824;0.472450176;0
0.487119438;0.49882904;0.014051522;0.070647931;0.929352069;0;0.527322404;0.472677596;0
0.47979798;0.501942502;0.018259518;0.070707071;0.929292929;0;0.533022533;0.466977467;0
0.479473277;0.499225407;0.021301317;0.070487994;0.929512006;0;0.527498064;0.472501936;0
0.487692308;0.485769231;0.026538462;0.071153846;0.928846154;0;0.530769231;0.469230769;0
0.485845448;0.482785004;0.031369549;0.072685539;0.927314461;0;0.531369549;0.468630451;0
0.491435097;0.473924629;0.034640274;0.073848496;0.926151504;0;0.529501332;0.470498668;0
0.497723824;0.46585736;0.036418816;0.072837633;0.927162367;0;0.527693475;0.472306525;0
0.495291902;0.463653484;0.041054614;0.072693032;0.927306968;0;0.529566855;0.470433145;0
0.494587533;0.456513624;0.048898843;0.073161627;0.926838373;0;0.528555431;0.471444569;0
0.489243323;0.458086053;0.052670623;0.073813056;0.926186944;0;0.527077151;0.472922849;0
0.489424861;0.46122449;0.049350649;0.075695733;0.924304267;0;0.523562152;0.476437848;0
0.489235338;0.463622866;0.047141797;0.075352635;0.924647365;0;0.516332591;0.483667409;0
0.489070026;0.464246017;0.046683957;0.074842534;0.925157466;0;0.516487588;0.483512412;0
0.489219331;0.468401487;0.042379182;0.07732342;0.92267658;0;0.516728625;0.483271375;0
0.493694362;0.464020772;0.042284866;0.079005935;0.920994065;0;0.516691395;0.483308605;0
0.487652046;0.466642094;0.045705861;0.08219683;0.91780317;0;0.513822337;0.486177663;0
0.478133039;0.474825432;0.047041529;0.085262771;0.914737229;0;0.511944138;0.488055862;0
0.483431517;0.473858616;0.042709867;0.087628866;0.912371134;0;0.509204713;0.490795287;0
0.485451197;0.476243094;0.038305709;0.086187845;0.913812155;0;0.506813996;0.493186004;0
0.486798066;0.486054295;0.027147639;0.08516177;0.91483823;0;0.499070286;0.500929714;0
0.493457944;0.485607477;0.020934579;0.087102804;0.912897196;0;0.497570093;0.502429907;0
0.498689629;0.485211531;0.016098839;0.090228379;0.909771621;0;0.499064021;0.500935979;0
0.499437148;0.487804878;0.012757974;0.092682927;0.907317073;0;0.494559099;0.505440901;0
0.493253373;0.495877061;0.010869565;0.092203898;0.907796102;0;0.50149925;0.49850075;0
0.490608565;0.500751315;0.00864012;0.09391435;0.90608565;0;0.500751315;0.499248685;0
0.495681562;0.497183627;0.00713481;0.096132182;0.903867818;0;0.506947052;0.493052948;0
0.5;0.493613824;0.006386176;0.096919609;0.903080391;0;0.509391435;0.490608565;0
0.496631737;0.494386228;0.008982036;0.099176647;0.900823353;0;0.511227545;0.488772455;0
0.492164179;0.495522388;0.012313433;0.1;0.9;0;0.510447761;0.489552239;0
0.495907738;0.48921131;0.014880952;0.100074405;0.899925595;0;0.513764881;0.486235119;0
0.49925816;0.482937685;0.017804154;0.097181009;0.902818991;0;0.520029674;0.479970326;0
0.502033272;0.478373383;0.019593346;0.097966728;0.902033272;0;0.517560074;0.482439926;0
0.497792494;0.479028698;0.023178808;0.098601913;0.901398087;0;0.520235467;0.479764533;0
0.497983132;0.476347635;0.025669234;0.099743308;0.900256692;0;0.526952695;0.473047305;0
0.498171178;0.47366496;0.028163862;0.100585223;0.899414777;0;0.533650329;0.466349671;0
0.505638414;0.462349945;0.032011641;0.09930884;0.90069116;0;0.532921062;0.467078938;0
0.502359347;0.46569873;0.031941924;0.100181488;0.899818512;0;0.533938294;0.466061706;0
0.500180701;0.464401879;0.03541742;0.100831225;0.899168775;0;0.538489339;0.461510661;0
0.500899604;0.461317021;0.037783375;0.101115509;0.898884491;0;0.536883771;0.463116229;0
0.49623521;0.465399785;0.038365005;0.100752958;0.899247042;0;0.536392972;0.463607028;0
0.496622823;0.455385709;0.047991468;0.099182368;0.900817632;0;0.542125844;0.457874156;0
0.497538678;0.447257384;0.055203938;0.098452883;0.901547117;0;0.550281294;0.449718706;0
0.487847222;0.447916667;0.064236111;0.098611111;0.901388889;0;0.552083333;0.447916667;0
0.482401656;0.448585231;0.069013112;0.096618357;0.903381643;0;0.556245687;0.443754313;0
0.473413379;0.453859348;0.072727273;0.093996569;0.906003431;0;0.558833619;0.441166381;0
0.475404197;0.454764362;0.069831441;0.092879257;0.907120743;0;0.56002752;0.43997248;0
0.472876151;0.456158308;0.070965541;0.094506994;0.905493006;0;0.565336063;0.434663937;0
0.466644205;0.451819407;0.081536388;0.09467655;0.90532345;0;0.577493261;0.422506739;0
0.464717742;0.452956989;0.082325269;0.094758065;0.905241935;0;0.580645161;0.419354839;0
0.460147354;0.456463496;0.083389149;0.097454789;0.902545211;0;0.577695914;0.422304086;0
0.458776596;0.455119681;0.086103723;0.096742021;0.903257979;0;0.576795213;0.423204787;0
0.455621302;0.451347798;0.093030901;0.096975674;0.903024326;0;0.572649573;0.427350427;0
0.450585176;0.448309493;0.101105332;0.097854356;0.902145644;0;0.576072822;0.423927178;0
0.445163378;0.449369136;0.105467486;0.098350049;0.901649951;0;0.579424135;0.420575865;0
0.447622108;0.445372751;0.107005141;0.099614396;0.900385604;0;0.584190231;0.415809769;0
0.449071108;0.443305573;0.107623318;0.102178091;0.897821909;0;0.581998719;0.418001281;0
0.450288647;0.443874278;0.105837075;0.104554201;0.895445799;0;0.585952534;0.414047466;0
0.444054829;0.447561364;0.108383806;0.104239719;0.895760281;0;0.589735416;0.410264584;0
0.447670708;0.446713465;0.105615826;0.10657307;0.89342693;0;0.589980855;0.410019145;0
0.442081879;0.450333228;0.107584894;0.108536972;0.891463028;0;0.594731831;0.405268169;0
0.441361917;0.452080706;0.106557377;0.109079445;0.890920555;0;0.592686003;0.407313997;0
0.44695543;0.445386064;0.107658506;0.110483365;0.889516635;0;0.594475832;0.405524168;0
0.445996276;0.437616387;0.116387337;0.111421477;0.888578523;0;0.599937927;0.400062073;0
0.440293938;0.433557869;0.126148194;0.112369871;0.887630129;0;0.603490508;0.396509492;0
0.442558351;0.425886632;0.131555017;0.113367687;0.886632313;0;0.608972416;0.391027584;0
0.44033664;0.42110009;0.13856327;0.114217012;0.885782988;0;0.613165014;0.386834986;0
0.440982624;0.420611144;0.138406231;0.114739365;0.885260635;0;0.606351108;0.393648892;0
0.449022556;0.41924812;0.131729323;0.117293233;0.882706767;0;0.600902256;0.399097744;0
0.46132848;0.419775554;0.118895966;0.119805884;0.880194116;0;0.599029421;0.400970579;0
0.4698941;0.412405446;0.117700454;0.121028744;0.878971256;0;0.606354009;0.393645991;0
0.46946217;0.418413856;0.112123974;0.12275904;0.87724096;0;0.602552416;0.397447584;0
0.47751606;0.419700214;0.102783726;0.121443867;0.878556133;0;0.60079535;0.39920465;0
0.484288355;0.423290203;0.092421442;0.123844732;0.876155268;0;0.600123229;0.399876771;0
0.488139825;0.433208489;0.078651685;0.127652934;0.872347066;0;0.5917603;0.4082397;0
0.494332494;0.440491184;0.065176322;0.132871537;0.867128463;0;0.589420655;0.410579345;0
0.496214511;0.444794953;0.058990536;0.135015773;0.864984227;0;0.586750789;0.413249211;0
0.50412175;0.442295498;0.053582752;0.138554217;0.861445783;0;0.589093215;0.410906785;0
0.505539728;0.443178221;0.051282051;0.140867363;0.859132637;0;0.590376701;0.409623299;0
0.502851711;0.447718631;0.049429658;0.144169835;0.855830165;0;0.596007605;0.403992395;0
0.505564388;0.453736089;0.040699523;0.149761526;0.850238474;0;0.593322734;0.406677266;0
0.509560229;0.454429573;0.036010198;0.147864882;0.852135118;0;0.590184831;0.409815169;0
0.510347023;0.457497612;0.032155365;0.149633875;0.850366125;0;0.591212989;0.408787011;0
0.50952986;0.457115629;0.033354511;0.152160102;0.847839898;0;0.5886277;0.4113723;0
0.513624842;0.452471483;0.033903676;0.152408112;0.847591888;0;0.586501901;0.413498099;0
0.512578616;0.449685535;0.037735849;0.148742138;0.851257862;0;0.585220126;0.414779874;0
0.5068793;0.44934334;0.043777361;0.152908068;0.847091932;0;0.590056285;0.409943715;0
0.502635659;0.449302326;0.048062016;0.154418605;0.845581395;0;0.589767442;0.410232558;0
0.500154369;0.448595245;0.051250386;0.155294844;0.844705156;0;0.589688175;0.410311825;0
0.501989593;0.44322008;0.054790328;0.154576064;0.845423936;0;0.586470768;0.413529232;0
0.494106981;0.440314294;0.065578725;0.152916289;0.847083711;0;0.593532789;0.406467211;0
0.491561181;0.442133816;0.066305003;0.154912598;0.845087402;0;0.596745027;0.403254973;0
0.49268875;0.434198747;0.073112504;0.156072814;0.843927186;0;0.602506714;0.397493286;0
0.483833039;0.432098765;0.084068195;0.154320988;0.845679012;0;0.608171664;0.391828336;0
0.481320591;0.424268752;0.094410657;0.152910513;0.847089487;0;0.61164205;0.38835795;0
0.479130932;0.417667238;0.10320183;0.15408805;0.84591195;0;0.615780446;0.384219554;0
0.473224352;0.412063134;0.114712514;0.156989853;0.843010147;0;0.617531003;0.382468997;0
0.464108227;0.40612921;0.129762562;0.156543346;0.843456654;0;0.62396466;0.37603534;0
0.454274892;0.399621212;0.146103896;0.154491342;0.845508658;0;0.631222944;0.368777056;0
0.449682203;0.390095339;0.160222458;0.152277542;0.847722458;0;0.638506356;0.361493644;0
0.447423764;0.387749737;0.164826498;0.154311251;0.845688749;0;0.643533123;0.356466877;0
0.441046903;0.383778181;0.175174916;0.154703291;0.845296709;0;0.647577093;0.352422907;0
0.436985597;0.387602881;0.175411523;0.154063786;0.845936214;0;0.64686214;0.35313786;0
0.428716904;0.386965377;0.184317719;0.152749491;0.847250509;0;0.646894094;0.353105906;0
0.427846817;0.389804717;0.182348466;0.152422014;0.847577986;0;0.644179559;0.355820441;0
0.428753181;0.391348601;0.179898219;0.153180662;0.846819338;0;0.639185751;0.360814249;0
0.428535097;0.392929807;0.178535097;0.153865717;0.846134283;0;0.634282808;0.365717192;0
0.432820513;0.40025641;0.166923077;0.156410256;0.843589744;0;0.628717949;0.371282051;0
0.434895159;0.409008543;0.156096298;0.157908361;0.842091639;0;0.622314264;0.377685736;0
0.438152401;0.416231733;0.145615866;0.160490605;0.839509395;0;0.616127349;0.383872651;0
0.43763048;0.423277662;0.139091858;0.161012526;0.838987474;0;0.611430063;0.388569937;0
0.434556336;0.424408015;0.141035649;0.160551652;0.839448348;0;0.609159511;0.390840489;0
0.434045881;0.431960375;0.133993743;0.162669447;0.837330553;0;0.60375391;0.39624609;0
0.431853786;0.437075718;0.131070496;0.165274151;0.834725849;0;0.598694517;0.401305483;0
0.427324088;0.434001027;0.138674884;0.165125835;0.834874165;0;0.602465331;0.397534669;0
0.428241335;0.433376123;0.138382542;0.168677792;0.831322208;0;0.599229782;0.400770218;0
0.425407332;0.431771894;0.142820774;0.168788187;0.831211813;0;0.599541752;0.400458248;0
0.422407267;0.429472622;0.148120111;0.167045168;0.832954832;0;0.598788796;0.401211204;0
0.418831169;0.425074925;0.156093906;0.167082917;0.832917083;0;0.599400599;0.400599401;0
0.412215628;0.423343225;0.164441147;0.167161227;0.832838773;0;0.599653808;0.400346192;0
0.410142787;0.427375677;0.162481536;0.166666667;0.833333333;0;0.601674052;0.398325948;0
0.398508899;0.421115921;0.18037518;0.164742665;0.835257335;0;0.61014911;0.38985089;0
0.390823529;0.412470588;0.196705882;0.163529412;0.836470588;0;0.614352941;0.385647059;0
0.388457008;0.416018846;0.195524146;0.165606596;0.834393404;0;0.610600707;0.389399293;0
0.385878489;0.415200563;0.198920948;0.166783955;0.833216045;0;0.614356087;0.385643913;0
0.381062356;0.411316397;0.207621247;0.165588915;0.834411085;0;0.617321016;0.382678984;0
0.382100626;0.413169488;0.204729886;0.168096453;0.831903547;0;0.612566659;0.387433341;0
0.378846592;0.405744244;0.215409163;0.164805106;0.835194894;0;0.620925462;0.379074538;0
0.375846501;0.404740406;0.219413093;0.161851016;0.838148984;0;0.620993228;0.379006772;0
0.370993051;0.407307779;0.221699171;0.161174625;0.838825375;0;0.62004035;0.37995965;0
0.371556551;0.409182531;0.219260918;0.163045913;0.836954087;0;0.617917133;0.382082867;0
0.377847958;0.4092037;0.212948342;0.169185653;0.830814347;0;0.613579968;0.386420032;0
0.380674157;0.406741573;0.21258427;0.170561798;0.829438202;0;0.613258427;0.386741573;0
0.381838565;0.407174888;0.210986547;0.17309417;0.82690583;0;0.612331839;0.387668161;0
0.384409203;0.404288586;0.211302211;0.174000447;0.825999553;0;0.608889882;0.391110118;0
0.39375285;0.415412677;0.190834473;0.180118559;0.819881441;0;0.599179207;0.400820793;0
0.401565738;0.419295418;0.179138844;0.180980889;0.819019111;0;0.592447617;0.407552383;0
0.415507895;0.426349281;0.158142823;0.186896064;0.813103936;0;0.583078011;0.416921989;0
0.424264008;0.43019943;0.145536562;0.190645774;0.809354226;0;0.581196581;0.418803419;0
0.43029426;0.438012542;0.131693198;0.194645441;0.805354559;0;0.572841293;0.427158707;0
0.443655071;0.443900049;0.11244488;0.197697207;0.802302793;0;0.567858893;0.432141107;0
0.451932607;0.446481665;0.101585728;0.199454906;0.800545094;0;0.564667988;0.435332012;0
0.457894737;0.45112782;0.090977444;0.201253133;0.798746867;0;0.560401003;0.439598997;0
0.468679245;0.449811321;0.081509434;0.2;0.8;0;0.558490566;0.441509434;0
0.475247525;0.453160701;0.071591775;0.201320132;0.798679868;0;0.553186088;0.446813912;0
0.476915271;0.45281583;0.070268899;0.201927955;0.798072045;0;0.553272451;0.446727549;0
0.477012954;0.456692913;0.066294133;0.201930404;0.798069596;0;0.550419101;0.449580899;0
0.47632312;0.45733097;0.06634591;0.203849076;0.796150924;0;0.548746518;0.451253482;0
0.475579053;0.456445116;0.067975831;0.205438066;0.794561934;0;0.549848943;0.450151057;0
0.477702192;0.455782313;0.066515495;0.208112875;0.791887125;0;0.549760645;0.450239355;0
0.472340426;0.456570713;0.071088861;0.209762203;0.790237797;0;0.551689612;0.448310388;0
0.468143355;0.459183673;0.072672972;0.210303634;0.789696366;0;0.548282728;0.451717272;0
0.466204506;0.457043823;0.076751671;0.210448131;0.789551869;0;0.549393414;0.450606586;0
0.459052787;0.458312778;0.082634435;0.209422792;0.790577208;0;0.550567341;0.449432659;0
0.453923246;0.461745295;0.084331459;0.209728673;0.790271327;0;0.552187729;0.447812271;0
0.451918407;0.457503643;0.09057795;0.209324915;0.790675085;0;0.551238465;0.448761535;0
0.445406445;0.456469456;0.098124098;0.208513709;0.791486291;0;0.554353054;0.445646946;0
0.439205361;0.459789373;0.101005266;0.208951652;0.791048348;0;0.554092867;0.445907133;0
0.433966746;0.455344418;0.110688836;0.208788599;0.791211401;0;0.558194774;0.441805226;0
0.437514765;0.452161588;0.110323648;0.209780298;0.790219702;0;0.556815497;0.443184503;0
0.434395501;0.449859419;0.11574508;0.208528585;0.791471415;0;0.554826617;0.445173383;0
0.436290703;0.452571968;0.111137329;0.211892402;0.788107598;0;0.548371874;0.451628126;0
0.438746439;0.454890788;0.106362773;0.21320038;0.78679962;0;0.543447293;0.456552707;0
0.438032167;0.457899716;0.104068117;0.213576159;0.786423841;0;0.537369915;0.462630085;0
0.440803635;0.467591485;0.091604879;0.218607989;0.781392011;0;0.532886869;0.467113131;0
0.446978889;0.474884737;0.078136375;0.223246785;0.776753215;0;0.525115263;0.474884737;0
0.451204673;0.476271599;0.072523728;0.224142127;0.775857873;0;0.522754928;0.477245072;0
0.458652185;0.481115774;0.060232041;0.227844977;0.772155023;0;0.514687731;0.485312269;0
0.4632572;0.487090367;0.049652433;0.229890765;0.770109235;0;0.50571003;0.49428997;0
0.464907914;0.490542558;0.044549527;0.230960677;0.769039323;0;0.50074664;0.49925336;0
0.464465726;0.501008065;0.03452621;0.234122984;0.765877016;0;0.496219758;0.503780242;0
0.46406053;0.503404792;0.032534678;0.23556116;0.76443884;0;0.500630517;0.499369483;0
0.461499748;0.506794162;0.03170609;0.235279316;0.764720684;0;0.499496729;0.500503271;0
0.458900656;0.512102874;0.02899647;0.235753908;0.764246092;0;0.498487141;0.501512859;0
0.460015232;0.514343742;0.025641026;0.240162478;0.759837522;0;0.495049505;0.504950495;0
0.457910751;0.51698783;0.02510142;0.240111562;0.759888438;0;0.494929006;0.505070994;0
0.46024892;0.515621031;0.024130048;0.241046482;0.758953518;0;0.492252985;0.507747015;0
0.463860005;0.513061121;0.023078874;0.24346944;0.75653056;0;0.493279229;0.506720771;0
0.463061691;0.513328256;0.023610053;0.243462808;0.756537192;0;0.493018533;0.506981467;0
0.46347032;0.513191273;0.023338407;0.243784881;0.756215119;0;0.493150685;0.506849315;0
0.465316456;0.510126582;0.024556962;0.244050633;0.755949367;0;0.490126582;0.509873418;0
0.467394062;0.509261609;0.023344329;0.246637909;0.753362091;0;0.486932251;0.513067749;0
0.468829194;0.507095793;0.024075013;0.248352762;0.751647238;0;0.485554992;0.514445008;0
0.469439513;0.508242455;0.022318032;0.250824245;0.749175755;0;0.483134669;0.516865331;0
0.4745158;0.506880734;0.018603466;0.254077472;0.745922528;0;0.479102956;0.520897044;0
0.475522693;0.506884243;0.017593065;0.256501785;0.743498215;0;0.478582356;0.521417644;0
0.479118627;0.506789649;0.014091724;0.259287727;0.740712273;0;0.477581348;0.522418652;0
0.480996405;0.50719055;0.011813046;0.262455059;0.737544941;0;0.477657935;0.522342065;0
0.485839341;0.505664264;0.008496395;0.26338826;0.73661174;0;0.476828012;0.523171988;0
0.487855297;0.506718346;0.005426357;0.265374677;0.734625323;0;0.474418605;0.525581395;0
0.492618493;0.504791505;0.002590003;0.263921264;0.736078736;0;0.475006475;0.524993525;0
0.492471443;0.505970924;0.001557632;0.265057113;0.734942887;0;0.477933541;0.522066459;0
0.494660068;0.50403751;0.001302423;0.263610315;0.736389685;0;0.480854389;0.519145611;0
0.491653625;0.507824726;0;0.264475743;0.735524257;0;0.480959833;0.519040167;0
0.492158913;0.507579718;0;0.263721903;0.736278097;0;0.479351803;0.520648197;0
0.489138969;0.51059932;0;0.267207537;0.732792463;0;0.483381314;0.516618686;0
0.489127587;0.510872413;0;0.268011527;0.731988473;0;0.485197799;0.514802201;0
0.490427485;0.509572515;0;0.267768162;0.732231838;0;0.487018096;0.512981904;0
0.491071429;0.508928571;0;0.268119748;0.731880252;0;0.488182773;0.511817227;0
0.489350513;0.510649487;0;0.26978701;0.73021299;0;0.488561662;0.511438338;0
0.489468141;0.510531859;0;0.271985255;0.728014745;0;0.487098473;0.512901527;0
0.487849974;0.512150026;0;0.270998415;0.729001585;0;0.48441627;0.51558373;0
0.486515071;0.513484929;0;0.273400317;0.726599683;0;0.482813326;0.517186674;0
0.485956545;0.514043455;0;0.275834658;0.724165342;0;0.480657128;0.519342872;0
0.486328643;0.513671357;0;0.277674542;0.722325458;0;0.478099283;0.521900717;0
0.482978723;0.517021277;0;0.278723404;0.721276596;0;0.476595745;0.523404255;0
0.480554076;0.519445924;0;0.281299947;0.718700053;0;0.475226425;0.524773575;0
0.475033378;0.524966622;0;0.283578104;0.716421896;0;0.475300401;0.524699599;0
0.470195135;0.529804865;0;0.285485164;0.714514836;0;0.475273991;0.524726009;0
0.464773641;0.535226359;0;0.285561211;0.714438789;0;0.478167694;0.521832306;0
0.460671141;0.539328859;0;0.286442953;0.713557047;0;0.480268456;0.519731544;0
0.459967759;0.540032241;0;0.285867813;0.714132187;0;0.480386889;0.519613111;0
