time;normal;hipox;imm;tum
311;159;4;29;0
312;159;4;29;0
313;159;4;29;0
314;159;4;29;0
315;159;4;29;0
316;159;4;29;0
317;159;4;29;0
318;159;4;28;0
319;159;4;28;0
320;159;4;28;0
321;159;4;28;0
322;160;4;28;0
323;160;3;28;0
324;160;3;28;0
325;160;3;28;0
326;160;3;28;0
327;160;3;28;0
328;160;3;28;0
329;160;3;28;0
330;160;3;27;0
331;160;3;27;0
332;161;3;27;0
333;161;3;27;0
334;161;3;27;0
335;161;3;27;0
336;161;3;27;0
337;161;3;27;0
338;161;3;27;0
339;161;3;27;0
340;161;3;27;0
341;161;3;27;0
342;161;3;26;0
343;161;3;26;0
344;161;3;26;0
345;161;3;26;0
346;161;3;26;0
347;161;3;26;0
348;161;3;26;0
349;162;3;26;0
350;162;3;26;0
351;162;3;26;0
352;162;3;26;0
353;162;3;26;0
354;162;3;26;0
355;162;3;26;0
356;162;3;25;0
357;162;3;25;0
358;162;3;25;0
359;162;3;25;0
360;162;3;25;0
361;162;3;25;0
362;162;3;25;0
363;162;3;25;0
364;162;3;25;0
365;162;3;25;0
366;162;3;25;0
367;162;3;25;0
368;163;3;25;0
369;163;3;25;0
370;163;3;24;0
371;163;3;24;0
372;163;3;24;0
373;163;3;24;0
374;163;3;24;0
375;163;3;24;0
376;163;3;24;0
377;163;3;24;0
378;163;3;24;0
379;163;3;24;0
380;163;3;24;0
381;164;3;24;0
382;164;3;24;0
383;164;3;24;0
384;164;3;24;0
385;164;3;24;0
386;164;3;23;0
387;164;3;23;0
388;164;3;23;0
389;164;3;23;0
390;164;3;23;0
391;164;3;23;0
392;164;3;23;0
393;164;3;23;0
394;164;3;23;0
395;164;3;23;0
396;164;3;23;0
397;164;3;23;0
398;164;3;23;0
399;164;3;23;0
400;164;3;23;0
401;164;3;23;0
402;164;3;23;0
403;165;3;22;0
404;165;3;22;0
405;165;3;22;0
406;165;3;22;0
407;165;3;22;0
408;165;3;22;0
409;165;3;22;0
410;165;3;22;0
411;165;3;22;0
412;165;3;22;0
413;165;3;22;0
414;165;3;22;0
415;165;3;22;0
416;165;3;22;0
417;165;3;22;0
418;165;3;22;0
419;165;3;22;0
420;165;3;22;0
421;165;3;22;0
422;165;3;21;0
423;165;3;21;0
424;165;3;21;0
425;165;3;21;0
426;165;3;21;0
427;165;3;21;0
428;166;3;21;0
429;166;3;21;0
430;166;3;21;0
431;166;3;21;0
432;166;3;21;0
433;166;3;21;0
434;166;3;21;0
435;166;3;21;0
436;166;3;21;0
437;166;3;21;0
438;166;3;21;0
439;166;3;21;0
440;166;3;21;0
441;166;3;21;0
442;166;3;20;0
443;166;3;20;0
444;166;3;20;0
445;166;3;20;0
446;166;3;20;0
447;166;3;20;0
448;166;3;20;0
449;166;3;20;0
450;166;3;20;0
451;166;3;20;0
452;166;2;20;0
453;166;2;20;0
454;166;2;20;0
455;166;2;20;0
456;166;2;20;0
457;166;2;20;0
458;166;2;20;0
459;166;2;20;0
460;167;2;20;0
461;167;2;20;0
462;167;2;20;0
463;167;2;20;0
464;167;2;20;0
465;167;2;19;0
466;167;2;19;0
467;167;2;19;0
468;167;2;19;0
469;167;2;19;0
470;167;2;19;0
471;167;2;19;0
472;167;2;19;0
473;167;2;19;0
474;167;2;19;0
475;167;2;19;0
476;167;2;19;0
477;167;2;19;0
478;167;2;19;0
479;167;2;19;0
480;167;2;19;0
481;167;2;19;0
482;167;2;19;0
483;167;2;19;0
484;167;2;19;0
485;167;2;19;0
486;167;2;19;0
487;167;2;19;0
488;167;2;19;0
489;167;2;19;0
490;167;2;18;0
491;167;2;18;0
492;167;2;18;0
493;167;2;18;0
494;167;2;18;0
495;167;2;18;0
496;167;2;18;0
497;167;2;18;0
498;167;2;18;0
499;167;2;18;0
500;167;2;18;0
501;167;2;18;0
502;168;2;18;0
503;168;2;18;0
504;168;2;18;0
505;168;2;18;0
506;168;2;18;0
507;168;2;18;0
508;168;2;18;0
509;168;2;18;0
510;168;2;18;0
511;168;2;18;0
512;168;2;18;0
513;168;2;18;0
514;168;2;18;0
515;168;2;18;0
516;168;2;18;0
517;168;2;18;0
518;168;2;17;0
519;168;2;17;0
520;168;2;17;0
521;168;2;17;0
522;168;2;17;0
523;168;2;17;0
524;168;2;17;0
525;168;2;17;0
526;168;2;17;0
527;168;2;17;0
528;168;2;17;0
529;168;2;17;0
530;168;2;17;0
531;168;2;17;0
532;168;2;17;0
533;169;2;17;0
534;169;2;17;0
535;169;2;17;0
536;169;2;17;0
537;169;2;17;0
538;169;2;17;0
539;169;2;17;0
540;169;2;17;0
541;169;2;17;0
542;169;2;17;0
543;169;2;17;0
544;169;2;17;0
545;169;2;17;0
546;169;2;17;0
547;169;2;17;0
548;169;2;17;0
549;169;2;16;0
550;169;2;16;0
551;169;2;16;0
552;169;2;16;0
553;169;2;16;0
554;169;2;16;0
555;169;2;16;0
556;169;2;16;0
557;169;2;16;0
558;169;2;16;0
559;169;2;16;0
560;169;2;16;0
561;169;2;16;0
562;169;2;16;0
563;169;2;16;0
564;169;2;16;0
565;169;2;16;0
566;169;2;16;0
567;169;2;16;0
568;169;2;16;0
569;169;2;16;0
570;169;2;16;0
571;169;2;16;0
572;169;2;16;0
573;169;2;16;0
574;169;2;16;0
575;169;2;16;0
576;169;2;16;0
577;169;2;16;0
578;169;2;16;0
