transit;diff;pre;ade;tum;imm
886;1566;35;366;4;44
882;1560;30;389;9;45
884;1550;31;410;12;60
884;1553;33;405;10;75
882;1551;34;416;22;90
880;1546;33;371;21;90
866;1562;39;349;22;92
863;1570;31;340;23;83
854;1579;27;339;22;87
861;1570;25;353;34;77
862;1566;24;345;41;74
868;1570;25;328;37;74
874;1564;22;322;37;74
867;1566;22;343;31;72
868;1564;20;348;43;81
882;1553;21;330;41;90
877;1559;16;299;44;95
882;1547;15;284;53;86
881;1554;17;286;140;94
878;1546;15;288;128;95
871;1553;13;280;111;93
884;1538;13;290;91;97
881;1545;12;267;76;87
880;1539;11;272;84;91
886;1535;11;276;109;85
882;1546;13;292;86;63
880;1545;14;316;158;62
881;1539;13;323;233;55
888;1540;11;350;223;56
889;1542;11;360;210;67
897;1514;11;401;205;63
898;1513;10;430;241;60
909;1511;7;483;230;56
923;1495;5;529;231;64
928;1487;4;560;610;150
940;1458;3;571;514;186
936;1466;2;550;736;269
939;1452;1;485;558;293
927;1476;3;447;422;308
943;1459;4;373;444;332
953;1459;2;288;300;325
945;1475;0;202;207;321
962;1461;0;176;424;373
942;1471;0;140;269;364
921;1504;0;95;154;332
909;1532;0;72;187;269
912;1522;0;67;133;227
903;1536;0;60;138;169
886;1558;0;62;131;152
881;1562;0;59;109;138
859;1581;0;63;206;115
869;1571;0;65;168;115
868;1572;0;66;145;111
873;1567;0;81;139;53
871;1567;0;94;236;25
885;1547;0;103;316;45
872;1562;0;106;312;40
874;1557;0;106;527;64
881;1549;0;107;808;123
879;1553;0;96;654;128
900;1522;0;100;560;126
903;1526;0;90;482;130
897;1527;0;80;405;130
887;1540;0;87;866;205
896;1527;0;96;1138;339
893;1522;0;90;829;349
884;1538;0;94;1185;428
883;1535;0;75;794;402
879;1543;0;55;625;398
877;1546;0;36;372;367
888;1543;0;19;253;363
890;1553;0;14;337;383
891;1549;0;12;313;371
888;1550;0;12;249;344
886;1552;0;11;267;293
880;1563;0;9;211;179
875;1572;0;10;151;156
868;1576;0;10;158;82
860;1588;0;10;313;106
868;1578;0;8;284;99
867;1573;0;10;220;95
865;1576;0;10;245;96
868;1577;0;11;366;93
865;1575;0;11;547;137
880;1563;0;11;487;173
885;1557;0;5;499;195
889;1548;0;3;332;200
876;1567;0;2;280;194
880;1557;0;1;490;287
887;1554;0;0;237;263
873;1567;0;0;253;259
881;1560;2;0;221;261
878;1570;2;0;170;257
886;1562;1;0;233;269
884;1560;0;0;115;227
875;1570;0;0;74;187
864;1584;0;0;43;163
861;1587;0;2;28;154
856;1594;0;2;173;178
870;1580;0;2;133;85
861;1584;0;2;94;90
843;1606;0;1;55;84
834;1615;0;1;34;79
813;1637;0;1;185;78
828;1621;0;0;149;45
833;1613;0;0;127;45
836;1613;0;0;173;45
842;1601;0;0;149;45
831;1615;0;0;569;218
849;1594;0;0;206;204
849;1593;0;0;53;204
832;1617;0;1;10;200
827;1623;0;1;4;198
816;1634;0;0;3;197
821;1629;0;0;1;185
826;1624;0;0;0;185
834;1616;0;0;0;185
843;1607;0;0;0;185
830;1620;0;0;2;185
829;1621;0;0;4;10
825;1625;0;0;4;0
820;1630;0;0;4;0
806;1644;0;0;4;0
819;1631;0;0;4;0
811;1639;0;0;4;0
817;1633;0;0;4;0
814;1636;0;0;4;0
807;1643;0;0;21;5
803;1648;0;0;16;5
806;1644;0;0;12;5
810;1640;0;0;19;5
819;1631;0;0;16;5
820;1630;0;0;14;5
823;1627;0;0;12;5
821;1629;0;0;11;5
825;1625;0;0;9;5
815;1636;0;0;32;4
821;1629;0;0;31;4
819;1631;0;0;42;0
819;1630;0;0;42;0
820;1629;0;0;42;0
817;1631;0;0;42;0
814;1635;0;0;44;0
819;1630;0;0;75;0
834;1615;0;0;75;0
833;1614;0;0;231;45
855;1594;0;0;128;50
867;1579;0;0;83;50
871;1577;0;0;46;50
857;1592;0;0;37;50
855;1594;0;0;12;50
851;1598;0;0;4;50
843;1607;0;0;1;50
832;1618;0;0;0;50
810;1640;0;0;0;50
801;1649;0;0;2;50
784;1666;0;0;2;5
792;1658;0;0;2;0
798;1652;0;0;2;0
806;1644;0;0;4;0
804;1646;0;0;4;0
798;1652;0;0;6;0
810;1640;0;0;8;0
827;1623;0;0;8;0
835;1615;0;0;15;0
835;1615;0;0;30;0
824;1626;0;0;32;0
827;1622;0;0;34;0
831;1619;0;0;75;0
829;1621;0;0;82;0
824;1626;0;0;84;0
817;1631;0;0;95;0
818;1631;0;0;105;5
815;1631;0;0;124;5
818;1630;0;0;138;5
821;1623;0;0;145;5
820;1628;0;0;252;25
826;1621;0;0;271;45
821;1620;0;0;275;60
826;1616;0;0;307;65
837;1608;0;0;245;65
852;1592;0;0;195;64
845;1600;0;0;170;62
842;1604;0;0;214;60
840;1607;0;0;394;115
860;1587;0;0;247;112
853;1590;0;0;180;104
863;1583;0;0;116;90
861;1583;2;2;107;79
859;1589;2;2;106;73
867;1579;2;1;117;75
874;1575;2;0;79;75
861;1585;0;0;132;80
859;1590;0;0;140;86
856;1593;0;0;119;81
865;1584;0;0;108;35
867;1583;0;0;89;30
870;1578;0;0;72;25
871;1578;0;0;81;24
865;1585;0;0;74;21
851;1597;0;0;180;24
865;1584;0;0;242;20
861;1582;0;0;226;25
862;1584;0;0;270;20
865;1579;0;0;309;25
890;1557;0;0;275;25
890;1551;0;0;270;25
897;1546;0;0;251;25
883;1561;0;0;770;150
883;1554;0;0;481;173
890;1547;0;0;292;182
893;1550;0;0;139;176
873;1572;0;0;120;186
874;1575;0;0;55;178
866;1584;0;0;37;176
865;1585;0;0;8;170
851;1599;0;1;2;170
862;1588;0;0;1;167
853;1597;0;0;0;166
831;1619;0;0;0;45
822;1628;0;0;0;20
814;1636;0;0;0;10
798;1652;0;0;0;10
797;1653;0;0;0;0
803;1647;0;0;0;0
804;1646;0;0;0;0
818;1632;0;0;0;0
821;1629;0;0;0;0
825;1625;0;0;0;0
828;1622;0;0;0;0
829;1621;0;0;0;0
835;1615;0;0;0;0
842;1608;0;0;0;0
838;1612;0;0;0;0
831;1619;0;0;0;0
816;1634;0;0;0;0
814;1636;0;0;0;0
808;1642;0;0;0;0
799;1651;0;0;0;0
823;1627;0;0;0;0
831;1619;0;0;0;0
827;1623;0;0;0;0
830;1620;0;0;0;0
845;1605;0;0;0;0
849;1601;0;0;0;0
853;1597;0;0;0;0
861;1589;0;0;0;0
850;1600;0;0;0;0
843;1607;0;0;0;0
834;1616;0;0;0;0
841;1609;0;0;0;0
849;1601;0;0;0;0
850;1600;0;0;0;0
857;1593;0;0;0;0
856;1594;0;0;0;0
856;1594;0;0;0;0
841;1609;0;0;0;0
840;1610;0;0;0;0
846;1604;0;0;0;0
852;1598;0;0;0;0
850;1600;0;0;0;0
840;1610;0;0;0;0
833;1617;0;0;0;0
832;1618;0;0;0;0
822;1628;0;0;0;0
831;1619;0;0;0;0
840;1610;0;0;0;0
842;1608;0;0;0;0
840;1610;0;2;0;0
842;1608;0;2;0;0
835;1615;0;2;0;0
820;1630;0;2;0;0
824;1626;0;2;0;0
827;1623;0;2;0;0
823;1626;0;3;0;0
823;1627;0;4;0;0
816;1634;0;4;0;0
823;1627;0;4;0;0
824;1626;0;6;0;0
818;1631;0;7;0;0
809;1640;0;8;0;0
806;1644;0;9;0;0
801;1649;0;9;0;0
803;1647;0;9;0;0
817;1634;0;8;0;0
818;1632;0;8;0;0
810;1639;0;8;0;0
807;1642;0;9;0;0
806;1644;0;12;0;0
800;1650;0;21;0;0
813;1636;0;22;0;0
817;1633;0;22;2;0
834;1613;0;25;4;0
840;1609;0;27;4;0
840;1605;0;34;4;0
839;1610;0;34;4;0
837;1615;0;40;4;0
851;1598;0;48;4;0
855;1594;0;50;11;0
847;1603;0;57;34;0
837;1613;0;74;42;5
827;1617;0;83;41;5
831;1611;0;99;39;10
845;1598;0;96;36;15
854;1586;0;107;31;15
853;1585;0;121;37;20
856;1582;0;114;36;20
859;1585;0;114;35;20
853;1587;0;122;52;20
862;1582;0;131;94;20
875;1566;0;147;132;19
882;1558;0;159;156;19
876;1561;0;181;203;32
876;1559;0;205;173;41
879;1558;0;224;153;46
874;1560;0;230;136;56
869;1565;0;224;119;65
868;1564;0;238;167;70
866;1567;0;229;264;110
850;1577;0;209;368;160
843;1579;0;173;227;177
837;1585;0;130;173;173
834;1604;0;93;128;165
843;1598;0;63;99;167
832;1607;0;40;48;157
823;1625;0;23;22;144
811;1634;0;18;39;141
822;1626;0;12;22;134
835;1613;0;9;13;123
822;1628;0;10;21;91
822;1628;0;6;14;45
822;1628;0;8;14;25
814;1636;0;16;14;20
809;1640;0;16;13;15
809;1641;0;17;13;5
805;1644;0;17;19;5
809;1638;0;19;34;5
816;1633;0;23;77;5
826;1620;0;25;76;5
821;1627;0;27;101;5
831;1617;0;31;97;5
830;1613;0;32;90;5
827;1618;0;46;87;5
839;1603;0;57;83;5
844;1604;0;64;130;10
844;1599;0;57;463;150
849;1587;0;38;195;170
853;1590;0;14;72;170
848;1599;0;1;10;170
826;1624;0;0;2;169
833;1617;0;0;1;169
839;1611;0;2;0;165
851;1599;0;9;0;165
853;1596;0;10;0;165
856;1594;0;11;0;165
846;1602;0;15;0;160
834;1615;0;17;0;20
829;1621;0;16;0;0
828;1621;0;18;0;0
819;1631;0;19;0;0
814;1634;0;19;0;0
816;1634;0;25;0;0
822;1626;0;26;2;0
827;1623;0;37;2;5
826;1624;0;32;2;5
833;1617;0;31;2;5
836;1614;0;42;2;5
836;1614;0;47;2;5
831;1621;0;44;9;5
824;1624;0;58;12;5
810;1637;0;62;11;5
816;1632;0;65;11;5
808;1640;0;80;11;5
803;1646;0;86;10;5
794;1655;0;99;10;0
800;1646;0;102;10;10
807;1643;0;95;51;10
800;1642;0;99;78;15
793;1646;0;106;67;20
795;1647;0;100;58;25
789;1652;0;114;57;25
793;1657;0;123;54;30
797;1646;0;134;57;30
803;1640;0;137;48;30
811;1631;0;131;166;68
808;1635;0;124;150;73
814;1630;0;108;121;69
814;1626;0;106;114;65
824;1622;0;99;93;60
826;1624;0;84;79;57
827;1617;0;90;84;53
820;1621;0;103;64;57
827;1616;0;98;218;85
828;1614;0;96;190;86
841;1602;0;88;173;94
845;1600;0;80;131;74
849;1596;0;74;103;70
860;1590;0;70;86;65
852;1594;0;58;102;70
850;1595;0;53;82;75
848;1599;0;43;235;98
848;1596;3;50;279;108
848;1595;1;39;217;98
857;1588;1;28;183;70
852;1596;2;29;152;63
860;1586;1;26;125;53
849;1597;1;22;173;50
847;1597;1;36;157;48
845;1602;1;47;615;188
853;1584;2;47;432;190
851;1583;2;30;293;185
854;1587;1;28;176;166
857;1584;0;19;95;155
865;1583;0;12;40;155
868;1583;0;10;45;165
862;1586;0;8;31;170
857;1593;0;5;27;175
858;1591;0;0;10;174
844;1606;0;0;5;172
858;1592;0;0;4;35
843;1607;0;0;1;25
844;1606;0;0;1;20
834;1616;0;0;1;20
834;1616;0;2;1;20
834;1616;0;2;14;20
827;1623;0;3;11;10
836;1614;0;3;11;5
823;1626;0;3;11;0
820;1629;0;3;11;0
827;1623;0;4;11;0
830;1620;0;4;11;0
832;1618;0;4;11;0
847;1603;0;4;63;5
836;1614;0;8;48;15
832;1618;0;3;35;15
815;1634;0;3;27;15
819;1629;0;1;22;15
817;1633;0;1;18;15
824;1626;0;1;13;15
818;1632;0;0;9;15
806;1644;0;0;71;15
811;1639;0;1;67;15
814;1636;0;1;63;14
814;1635;0;1;61;9
808;1640;0;2;61;0
816;1631;0;3;61;0
824;1624;0;4;61;0
815;1634;0;4;61;0
809;1639;0;4;384;120
823;1619;0;2;157;120
829;1614;0;2;62;120
834;1613;0;1;7;120
825;1625;0;0;0;120
828;1622;0;0;0;120
830;1620;0;0;0;120
831;1619;0;0;0;120
830;1620;0;0;0;120
810;1640;0;0;0;120
818;1632;0;0;0;120
820;1630;0;0;0;0
813;1637;0;3;0;0
811;1639;0;3;0;0
815;1634;0;4;0;0
826;1624;0;4;0;0
835;1615;0;5;0;0
848;1601;0;6;0;0
848;1602;0;6;0;0
832;1618;0;9;0;0
824;1626;0;14;0;0
840;1608;0;18;0;5
834;1615;0;12;0;5
