apc.00;apc.10;apc.11;kras.00;kras.10;kras.11;p53.00;p53.10;p53.11
0.430185928;0.54028436;0.029529712;0.07218374;0.899744805;0.028071455;0.410499453;0.556689756;0.032810791
0.428105759;0.53712423;0.034770011;0.072437523;0.899674031;0.027888446;0.416153568;0.551611735;0.032234698
0.419690981;0.540064678;0.040244341;0.073661516;0.898670499;0.027667984;0.416097736;0.551203737;0.032698527
0.416517698;0.540936718;0.042545585;0.074007866;0.898462639;0.027529496;0.411869861;0.554522703;0.033607437
0.417108519;0.530576175;0.052315306;0.073877695;0.898904206;0.027218098;0.416048074;0.549664192;0.034287734
0.417195208;0.527836505;0.054968288;0.075757576;0.897110641;0.027131783;0.412262156;0.552501762;0.035236082
0.417421603;0.522299652;0.060278746;0.075261324;0.897909408;0.026829268;0.412195122;0.551567944;0.036236934
0.417499139;0.513606614;0.068894247;0.076817086;0.896658629;0.026524285;0.405787117;0.557354461;0.036858422
0.412763069;0.506788866;0.080448065;0.076374745;0.897488119;0.026137135;0.404276986;0.558723693;0.036999321
0.412436975;0.496806723;0.090756303;0.076638655;0.897478992;0.025882353;0.398991597;0.564369748;0.036638655
0.408698539;0.493691899;0.097609562;0.077025232;0.897410359;0.025564409;0.397078353;0.566401062;0.036520584
0.410332346;0.487002303;0.10266535;0.079631458;0.89503126;0.025337282;0.401447845;0.562026983;0.036525173
0.410430839;0.476190476;0.113378685;0.082928409;0.89212828;0.024943311;0.401684483;0.561386459;0.036929057
0.412652537;0.467886962;0.119460501;0.084136159;0.891136802;0.024727039;0.403660886;0.55940912;0.036929994
0.413022963;0.45423089;0.132746147;0.084932369;0.890846178;0.024221453;0.401069519;0.562126455;0.036804026
0.414788956;0.46302761;0.122183434;0.087273881;0.888289432;0.024436687;0.401459854;0.560456998;0.038083148
0.41474217;0.465991775;0.119266055;0.088579563;0.887061057;0.02435938;0.40398608;0.557734894;0.038279026
0.40976378;0.471181102;0.119055118;0.089448819;0.886299213;0.024251969;0.408818898;0.552125984;0.039055118
0.411374408;0.473617694;0.115007899;0.090363349;0.885308057;0.024328594;0.413270142;0.546919431;0.039810427
0.419847328;0.478053435;0.102099237;0.092875318;0.882633588;0.024491094;0.416348601;0.540394402;0.043256997
0.423582185;0.485421339;0.090996475;0.093880167;0.881448254;0.02467158;0.416533162;0.53925024;0.044216597
0.424497732;0.498703824;0.076798445;0.096565133;0.878483474;0.024951393;0.421905379;0.531756319;0.046338302
0.431180691;0.5;0.068819309;0.099478147;0.875407697;0.025114155;0.426288324;0.527071102;0.046640574
0.43503937;0.505905512;0.059055118;0.104002625;0.870734908;0.025262467;0.432086614;0.520669291;0.047244094
0.430259271;0.516901871;0.052838858;0.109616016;0.865113226;0.025270758;0.432228421;0.519855596;0.047915983
0.428995058;0.525205931;0.045799012;0.114003295;0.86062603;0.025370675;0.441515651;0.510049423;0.048434926
0.429746627;0.52550181;0.044751563;0.112866074;0.861796644;0.025337282;0.436327739;0.515301086;0.048371175
0.439513478;0.517094017;0.043392505;0.11374096;0.860946746;0.025312295;0.435239974;0.516436555;0.048323471
0.437356886;0.518155054;0.04448806;0.113509977;0.86130193;0.025188093;0.432450114;0.519463526;0.048086359
0.436482085;0.513355049;0.050162866;0.115635179;0.859283388;0.025081433;0.431921824;0.52019544;0.047882736
0.430962343;0.514644351;0.054393305;0.116832958;0.858384294;0.024782749;0.431284197;0.521403283;0.04731252
0.422584773;0.518554063;0.058861164;0.119961612;0.85540627;0.024632118;0.420025592;0.532949456;0.047024952
0.426031746;0.510793651;0.063174603;0.117777778;0.857777778;0.024444444;0.421904762;0.531428571;0.046666667
0.42488189;0.507086614;0.068031496;0.120629921;0.85511811;0.024251969;0.422677165;0.531023622;0.046299213
0.425492034;0.500781006;0.07372696;0.120899719;0.855045298;0.024054983;0.4211184;0.53295845;0.045923149
0.424984501;0.498450093;0.076565406;0.12399256;0.852138872;0.023868568;0.423124613;0.531308122;0.045567266
0.422071934;0.496157393;0.081770673;0.12480787;0.851521672;0.023670458;0.422686751;0.532124193;0.045189056
0.422161172;0.492063492;0.085775336;0.123626374;0.852869353;0.023504274;0.426739927;0.528388278;0.044871795
0.418841884;0.484248425;0.096909691;0.121512151;0.855385539;0.02310231;0.427542754;0.528352835;0.04410441
0.416741405;0.484005979;0.099252616;0.124663677;0.852316891;0.023019432;0.423318386;0.532436472;0.044245142
0.413392857;0.489880952;0.09672619;0.125;0.852083333;0.022916667;0.426488095;0.529464286;0.044047619
0.405724402;0.491885512;0.102390086;0.125110652;0.852168781;0.022720567;0.426674535;0.529654765;0.043670699
0.402001177;0.498528546;0.099470277;0.125073573;0.852266039;0.022660388;0.424955856;0.531489111;0.043555032
0.401882907;0.500147102;0.097969991;0.129155634;0.848190644;0.022653722;0.430420712;0.52603707;0.043542218
0.404349104;0.499853071;0.095797825;0.130473112;0.846899794;0.022627094;0.426388481;0.530120482;0.043491037
0.409117647;0.499117647;0.091764706;0.132058824;0.845294118;0.022647059;0.428235294;0.528235294;0.043529412
0.409453471;0.506942393;0.083604136;0.133530281;0.843722304;0.022747415;0.437223043;0.51816839;0.044608567
0.415352574;0.512645046;0.07200238;0.138946742;0.83814341;0.022909848;0.440940196;0.513537638;0.045522166
0.417513449;0.516736402;0.065750149;0.141661686;0.835325762;0.023012552;0.450089659;0.503885236;0.046025105
0.412168208;0.521622428;0.066209365;0.143155383;0.833880107;0.022964509;0.449746496;0.504622726;0.045630778
0.4112567;0.525312686;0.063430613;0.142942228;0.836807624;0.020250149;0.452054795;0.505062537;0.042882668
0.418154762;0.521428571;0.060416667;0.145833333;0.836011905;0.018154762;0.453869048;0.505059524;0.041071429
0.41872214;0.522139673;0.059138187;0.147994056;0.835958395;0.016047548;0.450222883;0.510549777;0.03922734
0.419278533;0.518923714;0.061797753;0.147545831;0.837965701;0.014488468;0.446777055;0.512123004;0.041099941
0.423584629;0.51012027;0.066295101;0.14461719;0.843062482;0.012320329;0.445585216;0.517453799;0.036960986
0.427568042;0.506877378;0.06555458;0.14983904;0.839918057;0.010242903;0.450687738;0.514779046;0.034533216
0.430361305;0.502622378;0.067016317;0.152680653;0.837121212;0.010198135;0.45483683;0.510780886;0.034382284
0.430138568;0.497401848;0.072459584;0.154157044;0.83891455;0.006928406;0.454965358;0.514722864;0.030311778
0.433381295;0.49352518;0.073093525;0.156258993;0.84057554;0.003165468;0.459280576;0.514532374;0.02618705
0.429997149;0.489877388;0.080125463;0.160821215;0.835186769;0.003992016;0.463358996;0.510407756;0.026233248
0.423961841;0.484848485;0.091189675;0.15993266;0.836419753;0.003647587;0.455387205;0.508417508;0.036195286
0.42554968;0.480100195;0.094350125;0.161703312;0.834678542;0.003618146;0.458947954;0.506540495;0.03451155
0.420704846;0.473017621;0.106277533;0.162720264;0.832048458;0.005231278;0.453469163;0.511013216;0.035517621
0.416779799;0.469454249;0.113765952;0.162367635;0.833831116;0.003801249;0.454249253;0.513168613;0.032582134
0.41437061;0.466774716;0.118854673;0.162344679;0.833063209;0.004592112;0.457320367;0.510264722;0.032414911
0.413066667;0.462133333;0.1248;0.163466667;0.8328;0.003733333;0.450933333;0.518933333;0.030133333
0.409381663;0.467217484;0.123400853;0.164712154;0.831556503;0.003731343;0.449093817;0.521055437;0.029850746
0.394294447;0.445491594;0.160213958;0.156647988;0.84080489;0.002547122;0.435303107;0.491594498;0.073102394
0.404973822;0.460209424;0.134816754;0.164397906;0.833769634;0.001832461;0.446858639;0.503141361;0.05
0.41392136;0.469713071;0.116365569;0.168703507;0.826248672;0.005047821;0.452178533;0.502656748;0.045164718
0.424446843;0.475984889;0.099568268;0.173232596;0.818942256;0.007825148;0.46303292;0.494333513;0.042633567
0.436108821;0.486672163;0.077219016;0.1786205;0.815883484;0.005496015;0.473756527;0.492442979;0.033800495
0.443118757;0.491398446;0.065482797;0.1809101;0.814650388;0.004439512;0.479467259;0.492230855;0.028301887
0.446856498;0.507189174;0.045954328;0.183535382;0.812799549;0.003665069;0.4885819;0.487172258;0.024245842
0.43425748;0.497392259;0.068350261;0.18007137;0.81718364;0.00274499;0.479000823;0.471863848;0.049135328
0.446653598;0.506300756;0.047045645;0.183141977;0.814897788;0.001960235;0.494259311;0.477177261;0.028563428
0.451795307;0.512581284;0.03562341;0.188295165;0.809443031;0.002261804;0.502120441;0.477523325;0.020356234
0.455192034;0.518634424;0.026173542;0.190896159;0.807681366;0.001422475;0.505832148;0.479658606;0.014509246
0.459629101;0.517831669;0.02253923;0.192867332;0.804850214;0.002282454;0.509843081;0.478174037;0.011982882
0.464589235;0.508498584;0.026912181;0.193767705;0.798866856;0.007365439;0.511048159;0.47223796;0.016713881
0.466723308;0.507788162;0.02548853;0.193429623;0.800056641;0.006513735;0.512319456;0.472670632;0.015009912
0.456015347;0.486982735;0.057001918;0.188818854;0.804329953;0.006851192;0.496848452;0.461770348;0.0413812
0.464788732;0.487710577;0.04750069;0.188069594;0.80640707;0.005523336;0.504004419;0.463960232;0.032035349
0.469642362;0.486553923;0.043803715;0.191017466;0.803714999;0.005267535;0.506237871;0.466315498;0.027446632
0.471302428;0.485651214;0.043046358;0.193156733;0.802428256;0.004415011;0.502483444;0.473233996;0.024282561
0.475069252;0.487257618;0.03767313;0.19501385;0.800554017;0.004432133;0.500831025;0.477285319;0.021883657
0.474178404;0.487158244;0.038663353;0.194145264;0.799226733;0.006628003;0.497100249;0.480254073;0.022645678
0.47700358;0.484439548;0.038556871;0.196364638;0.797576425;0.006058937;0.500137703;0.478656018;0.021206279
0.444275197;0.445036811;0.110687992;0.18278751;0.811627317;0.005585174;0.465600406;0.437928408;0.096471186
0.455943691;0.457247132;0.086809176;0.187956204;0.797184567;0.014859228;0.478362878;0.446558916;0.075078206
0.46389555;0.468691713;0.067412736;0.191580069;0.795896616;0.012523315;0.487077005;0.456168399;0.056754596
0.474946121;0.472252155;0.052801724;0.191540948;0.796605603;0.011853448;0.491109914;0.465786638;0.043103448
0.484617479;0.477811054;0.037571467;0.196297305;0.794718214;0.008984481;0.493329703;0.475632998;0.031037299
0.490669594;0.481064764;0.028265642;0.199506037;0.794456641;0.006037322;0.493413831;0.484083425;0.022502744
0.49532967;0.479945055;0.024725275;0.201648352;0.791758242;0.006593407;0.494230769;0.486263736;0.019505495
0.468129032;0.448516129;0.083354839;0.193548387;0.801806452;0.004645161;0.463741935;0.457290323;0.078967742
0.481177094;0.460498409;0.058324496;0.203340403;0.792417815;0.004241782;0.474019088;0.470042418;0.055938494
0.487758945;0.472423998;0.039817057;0.207425343;0.789884315;0.002690342;0.480225989;0.480495023;0.039278988
0.494955004;0.478865558;0.026179438;0.211889828;0.786201254;0.001908917;0.484319607;0.489228252;0.026452141
0.494002181;0.481461287;0.024536532;0.215376227;0.778898582;0.005725191;0.480916031;0.495092694;0.023991276
0.497805815;0.484640702;0.017553483;0.218047175;0.779210093;0.002742732;0.48272079;0.499451454;0.017827756
0.503025303;0.483223322;0.013751375;0.219471947;0.778052805;0.002475248;0.485148515;0.5;0.014851485
0.478066719;0.464144996;0.057788285;0.208300499;0.789335435;0.002364066;0.462306278;0.479117415;0.058576307
0.485114301;0.468633705;0.046251994;0.213981925;0.780435938;0.005582137;0.464646465;0.487240829;0.048112706
0.492093273;0.470919325;0.036987403;0.217636023;0.778075583;0.004288395;0.466362905;0.49423747;0.039399625
0.495682677;0.474365893;0.02995143;0.21856449;0.777118187;0.004317323;0.466001079;0.501618996;0.032379924
0.494736842;0.478272605;0.026990553;0.220782726;0.775438596;0.003778677;0.468016194;0.50148448;0.030499325
0.49433657;0.479234088;0.026429342;0.221952535;0.77373247;0.004314995;0.46763754;0.502157497;0.030204962
0.497164461;0.47826087;0.024574669;0.223872536;0.772616797;0.003510667;0.467458817;0.503915744;0.028625439
0.440958084;0.425149701;0.133892216;0.199281437;0.790898204;0.009820359;0.416047904;0.445748503;0.138203593
0.457242583;0.443779606;0.098977811;0.210172027;0.780603341;0.009224632;0.430316629;0.464722014;0.104961356
0.466888264;0.459984659;0.073127077;0.2201483;0.772436717;0.007414983;0.442342112;0.477882894;0.079774994
0.468347916;0.467575914;0.064076171;0.223623263;0.762223366;0.014153371;0.44235718;0.486361297;0.071281523
0.476898982;0.476115897;0.046985121;0.22761681;0.762464109;0.009919081;0.451057165;0.493082746;0.055860089
0.484238411;0.484238411;0.031523179;0.232847682;0.76;0.007152318;0.456953642;0.501721854;0.041324503
0.490782795;0.488111141;0.021106065;0.235639861;0.759551162;0.004808977;0.45925728;0.509484371;0.031258349
0.45031661;0.442523137;0.107160253;0.215294691;0.781295665;0.003409644;0.41962981;0.463468095;0.116902094
0.476117497;0.458748404;0.0651341;0.224010217;0.77164751;0.004342273;0.438058748;0.485823755;0.076117497
0.488195173;0.476390346;0.035414481;0.231112277;0.766526758;0.002360965;0.447796432;0.504459601;0.047743966
0.489124668;0.488594164;0.022281167;0.234748011;0.761538462;0.003713528;0.453050398;0.511671088;0.035278515
0.493172691;0.494511379;0.01231593;0.238821954;0.758768407;0.002409639;0.455153949;0.519410977;0.025435074
0.493304767;0.495715051;0.010980182;0.23620782;0.759507231;0.004284949;0.450723085;0.523835029;0.025441885
0.494354839;0.49811828;0.007526882;0.236021505;0.76155914;0.002419355;0.454032258;0.522849462;0.02311828
0.48687664;0.480839895;0.032283465;0.230446194;0.767191601;0.002362205;0.44488189;0.507086614;0.048031496
0.492572944;0.486472149;0.020954907;0.232095491;0.766312997;0.001591512;0.451724138;0.509814324;0.038461538
0.498795181;0.489156627;0.012048193;0.23373494;0.76519411;0.00107095;0.455689424;0.512182062;0.032128514
0.502960172;0.48977395;0.007265877;0.235468245;0.763186222;0.001345533;0.457481163;0.513455328;0.029063509
0.509413663;0.484131253;0.006455083;0.236686391;0.7619688;0.001344809;0.458041958;0.512103281;0.029854761
0.507816712;0.48490566;0.007277628;0.237735849;0.7606469;0.001617251;0.453369272;0.514555256;0.032075472
0.504161074;0.484295302;0.011543624;0.24;0.753825503;0.006174497;0.450738255;0.510872483;0.038389262
0.482258482;0.469308469;0.048433048;0.232323232;0.761201761;0.006475006;0.432530433;0.491582492;0.075887076
0.485115195;0.465182501;0.049702304;0.235309345;0.757442402;0.007248253;0.43282423;0.490551385;0.076624385
0.488239855;0.462651848;0.049108297;0.235719824;0.756784699;0.007495477;0.432411476;0.490566038;0.077022486
0.48954299;0.46165763;0.04879938;0.236767364;0.754453912;0.008778725;0.433255874;0.489026594;0.077717532
0.492529624;0.458784132;0.048686244;0.236733642;0.753992787;0.00927357;0.431736218;0.489953632;0.078310149
0.493185909;0.455644124;0.051169967;0.237593212;0.75083569;0.011571098;0.430959115;0.488043199;0.080997686
0.49114249;0.455969191;0.052888318;0.239537869;0.7478819;0.012580231;0.431322208;0.485494223;0.083183569
0.389989785;0.364862104;0.24514811;0.191419816;0.79979571;0.008784474;0.344024515;0.386108274;0.269867211
0.434554974;0.404279536;0.161165491;0.213521511;0.77532438;0.011154109;0.385841111;0.424994309;0.18916458
0.456236585;0.426186501;0.117576914;0.225852611;0.74886716;0.025280229;0.405437634;0.446935368;0.147626997
0.484066768;0.457258472;0.05867476;0.241527567;0.744056651;0.014415781;0.434243804;0.474456247;0.091299949
0.501839201;0.479768786;0.018392013;0.254598003;0.736731477;0.00867052;0.455596427;0.492117709;0.052285864
0.507684155;0.485691574;0.006624271;0.259141494;0.732114467;0.008744038;0.462904081;0.495230525;0.041865395
0.507696391;0.486730361;0.005573248;0.261942675;0.728503185;0.00955414;0.462579618;0.495488323;0.041932059
0.506062203;0.480231945;0.013705851;0.259620453;0.729836584;0.010542963;0.462836057;0.485503426;0.051660517
0.513304949;0.480042576;0.006652475;0.264236296;0.722724854;0.01303885;0.465939329;0.488025546;0.046035125
0.517571885;0.477103301;0.005324814;0.2657082;0.717784878;0.016506922;0.466453674;0.486155485;0.047390841
0.519914461;0.477145148;0.00294039;0.267842823;0.714514836;0.017642342;0.46939321;0.483293237;0.047313553
0.520983694;0.476075916;0.00294039;0.267308206;0.713445603;0.019246191;0.471798984;0.479550922;0.048650094
0.518845229;0.477679765;0.003475007;0.262763967;0.716385993;0.02085004;0.472333601;0.477412457;0.050253943
0.516974071;0.479016306;0.004009623;0.260358193;0.717455226;0.022186581;0.474204758;0.474204758;0.051590484
0.517690875;0.472998138;0.009310987;0.260175579;0.716679968;0.023144453;0.47113594;0.471934025;0.056930035
0.517232238;0.469777306;0.012990456;0.25795334;0.713944857;0.028101803;0.465535525;0.472958643;0.061505832
0.51454257;0.469592808;0.015864622;0.259386568;0.708355368;0.032258065;0.466684294;0.468006346;0.06530936
0.516839035;0.469901883;0.013259082;0.260143198;0.708565367;0.031291435;0.46778043;0.468841156;0.063378414
0.515256036;0.470947201;0.013796763;0.257097373;0.710267976;0.032634651;0.4685593;0.466702043;0.064738657
0.515778308;0.470167064;0.014054627;0.255369928;0.709891276;0.034738796;0.468575975;0.46459825;0.066825776
0.510355815;0.475570898;0.014073287;0.255974509;0.707912905;0.036112586;0.465215082;0.466808285;0.067976633
0.487388535;0.458343949;0.054267516;0.246878981;0.697579618;0.055541401;0.443821656;0.449171975;0.107006369
0.494053775;0.464064116;0.04188211;0.253102378;0.696483971;0.05041365;0.446483971;0.456566701;0.096949328
0.498568826;0.466042155;0.035389019;0.255269321;0.693989071;0.050741608;0.445745511;0.461618527;0.092635961
0.504731861;0.470031546;0.025236593;0.259200841;0.694006309;0.04679285;0.448475289;0.468454259;0.083070452
0.501043297;0.46713615;0.031820553;0.257694314;0.687010955;0.055294731;0.443922796;0.467918623;0.088158581
0.502610966;0.467362924;0.03002611;0.259007833;0.68537859;0.055613577;0.44386423;0.469451697;0.086684073
0.488507199;0.449355898;0.062136903;0.250568325;0.66153069;0.087900985;0.43041172;0.452892144;0.116696135
0.493387589;0.451169888;0.055442523;0.251780264;0.675483215;0.072736521;0.43311292;0.455747711;0.111139369
0.503227472;0.455719081;0.041053447;0.255099406;0.682158533;0.06274206;0.441001807;0.460883036;0.098115156
0.51304121;0.456703182;0.030255608;0.259780908;0.683881064;0.056338028;0.445748565;0.464788732;0.089462702
0.517458651;0.458913101;0.023628249;0.263061171;0.68574429;0.051194539;0.448411657;0.467839328;0.083749015
