apc.00;apc.10;apc.01;apc.11;kras.00;kras.10;kras.01;kras.11;p53.00;p53.10;p53.01;p53.11
0.502690238;0.161926723;0.308480656;0.026902383;0.248526774;0.251088906;0.342557007;0.157827312;0.383038688;0.176787087;0.187035614;0.253138611
0.500635647;0.158657513;0.304093567;0.036613272;0.247393847;0.248410882;0.349605899;0.154589372;0.379099924;0.175184338;0.184846173;0.260869565
0.476477684;0.150542823;0.287334138;0.085645356;0.23305187;0.236429433;0.333655006;0.196863691;0.358986731;0.165018094;0.175874548;0.300120627
0.496872654;0.153365024;0.294971228;0.054791093;0.242682012;0.24068051;0.349512134;0.167125344;0.375281461;0.165123843;0.181886415;0.277708281
0.501498501;0.151848152;0.293206793;0.053446553;0.242757243;0.241758242;0.358141858;0.157342657;0.372377622;0.166083916;0.182817183;0.278721279
0.509883426;0.156867714;0.294982261;0.038266599;0.244044602;0.243030917;0.362645717;0.150278763;0.377344146;0.169792195;0.183476939;0.269386721
0.520801233;0.159476117;0.295326143;0.024396507;0.246019517;0.247046739;0.362352337;0.144581407;0.381869543;0.171802773;0.185927067;0.260400616
0.527310381;0.160238157;0.295625162;0.016826301;0.247993787;0.249546984;0.361118302;0.141340927;0.385710588;0.171110536;0.189231167;0.253947709
0.507623094;0.155711072;0.28767808;0.048987753;0.24043989;0.243689078;0.348662834;0.167208198;0.376655836;0.164208948;0.183204199;0.275931017
0.516218956;0.157627978;0.288900152;0.037252914;0.243791181;0.248859605;0.356056766;0.151292448;0.384186518;0.166244298;0.184744045;0.264825139
0.524891499;0.159560888;0.287975491;0.027572122;0.247638499;0.250191473;0.358692877;0.143477151;0.387286188;0.167730406;0.187898902;0.257084503
0.533762887;0.160824742;0.286597938;0.018814433;0.249226804;0.252319588;0.362371134;0.136082474;0.392268041;0.168041237;0.189690722;0.25
0.534757981;0.159629248;0.285530381;0.020082389;0.249485067;0.251802266;0.367147271;0.131565396;0.39315139;0.167353244;0.187950566;0.251544799
0.536979969;0.157164869;0.28222907;0.023626091;0.247817155;0.252439651;0.369799692;0.129943503;0.393939394;0.163841808;0.18798151;0.254237288
0.519034586;0.153520776;0.274695198;0.05274944;0.241104752;0.24533466;0.357302812;0.156257776;0.378949988;0.158497139;0.185618313;0.276934561
0.52327044;0.156477987;0.276477987;0.043773585;0.245283019;0.248301887;0.358238994;0.148176101;0.382893082;0.159245283;0.188427673;0.269433962
0.531115062;0.155956312;0.278638557;0.034290069;0.246634493;0.252984506;0.357886716;0.142494285;0.389128778;0.155956312;0.191516383;0.263398527
0.535741737;0.157571099;0.281065847;0.025621317;0.249039201;0.252882398;0.362285421;0.13579298;0.39610556;0.15603382;0.189341532;0.258519088
0.536779835;0.160493827;0.281893004;0.020833333;0.25;0.254886831;0.366769547;0.128343621;0.398919753;0.154835391;0.191872428;0.254372428
0.534775889;0.160999485;0.283101494;0.021123132;0.249613601;0.25321999;0.369654817;0.127511592;0.399536321;0.156620299;0.189077795;0.254765585
0.500844391;0.153196622;0.264414958;0.081544029;0.236188179;0.236188179;0.351507841;0.176115802;0.369119421;0.151749095;0.177804584;0.3013269
0.515280561;0.158817635;0.276553106;0.049348697;0.245490982;0.240731463;0.368987976;0.144789579;0.384268537;0.157815631;0.179358717;0.278557114
0.528451135;0.160755295;0.280683848;0.030109722;0.250829293;0.245215616;0.371268181;0.13268691;0.393467721;0.161010462;0.180913498;0.264608318
0.538441692;0.16124871;0.283539732;0.016769866;0.255417957;0.246646027;0.373581011;0.124355005;0.396542828;0.165634675;0.184210526;0.253611971
0.542738374;0.162639647;0.286308132;0.008313848;0.258768511;0.247336971;0.37516238;0.118732138;0.401922577;0.167316186;0.183424266;0.247336971
0.543534932;0.162148071;0.287539103;0.006777894;0.259906152;0.247914494;0.379040667;0.113138686;0.402502607;0.169708029;0.184567258;0.243222106
0.544106167;0.160291439;0.285714286;0.009888108;0.260213375;0.246682279;0.379651314;0.113453031;0.402289878;0.170179547;0.183190216;0.244340359
0.547569263;0.157867224;0.287245165;0.007318348;0.262415055;0.247255619;0.380292734;0.110036592;0.40146367;0.169890225;0.186095139;0.242550967
0.546163849;0.154226268;0.286085826;0.013524057;0.263719116;0.243693108;0.387256177;0.105331599;0.401040312;0.169570871;0.183094928;0.246293888
0.548152004;0.153565851;0.285007808;0.013274336;0.266007288;0.244143675;0.388859969;0.100989068;0.403175429;0.171525247;0.180635086;0.244664237
0.552012546;0.151855724;0.285154208;0.010977522;0.266074229;0.247778359;0.38891793;0.097229482;0.405906952;0.173549399;0.180867747;0.239675902
0.551382368;0.151799687;0.283776734;0.01304121;0.266301513;0.250130412;0.388106416;0.095461659;0.404799165;0.174230569;0.182055295;0.238914971
0.547150259;0.149740933;0.282642487;0.020466321;0.265803109;0.248704663;0.386787565;0.098704663;0.404145078;0.173834197;0.179015544;0.243005181
0.551462905;0.151515152;0.282915361;0.014106583;0.267502612;0.253134796;0.388192268;0.091170324;0.408829676;0.173981191;0.179467085;0.237722048
0.555381809;0.152723482;0.276257493;0.015637217;0.267135783;0.256189732;0.387542351;0.089132134;0.409695074;0.172530623;0.181912953;0.23586135
0.55668491;0.152984102;0.274172531;0.016158457;0.263226479;0.257492833;0.390669794;0.088610894;0.410998176;0.17018504;0.182434193;0.236382591
0.545105074;0.153254741;0.268836494;0.03280369;0.257816504;0.253972322;0.402101486;0.086109687;0.403382881;0.16658124;0.180164018;0.249871861
0.541021082;0.151892304;0.265938532;0.041148082;0.256286513;0.252476505;0.404622809;0.086614173;0.397002794;0.167132334;0.177546355;0.258318517
0.546343975;0.155509784;0.268795057;0.029351184;0.260298661;0.254891864;0.397785788;0.087023687;0.402420185;0.167095778;0.179196704;0.251287333
0.549419355;0.155612903;0.267612903;0.027354839;0.261419355;0.254193548;0.397935484;0.086451613;0.402322581;0.166451613;0.180129032;0.251096774
0.550529853;0.156112691;0.267510985;0.025846472;0.264667873;0.25303696;0.397518739;0.084776428;0.404497286;0.165417421;0.179374515;0.250710778
0.548569956;0.154341665;0.267714507;0.029373873;0.266426179;0.24838959;0.401958258;0.083225973;0.407369235;0.162844628;0.177016233;0.252769905
0.549780191;0.154641841;0.269976726;0.025601241;0.269200931;0.248513059;0.399793121;0.082492889;0.407551073;0.163951384;0.178432894;0.25006465
0.53950051;0.152395515;0.26783894;0.040265036;0.264780836;0.24362895;0.410040775;0.081549439;0.400356779;0.162079511;0.174821611;0.2627421
0.524068131;0.145149346;0.260182671;0.070599852;0.254011355;0.235991113;0.430757838;0.079239694;0.38780548;0.154776598;0.169834609;0.287583313
0.520467836;0.141081871;0.254385965;0.084064327;0.251705653;0.230019493;0.441276803;0.076998051;0.384502924;0.152290448;0.165204678;0.298001949
0.53433584;0.145363409;0.263408521;0.056892231;0.258646617;0.235839599;0.426065163;0.079448622;0.395238095;0.155639098;0.171177945;0.277944862
0.541435068;0.143254169;0.266801415;0.048509348;0.260485093;0.236230419;0.416371905;0.086912582;0.397928247;0.155634159;0.173067206;0.273370389
0.552219656;0.145496536;0.269181422;0.033102386;0.265588915;0.237618681;0.412881704;0.083910701;0.40569669;0.158326918;0.1744932;0.261483192
0.562208398;0.146189736;0.268532919;0.023068948;0.264385692;0.240020736;0.411612234;0.083981337;0.410316226;0.157594609;0.175479523;0.256609642
0.5671875;0.144010417;0.2703125;0.018489583;0.262239583;0.24453125;0.4109375;0.082291667;0.410677083;0.15546875;0.1796875;0.254166667
0.569706499;0.146226415;0.271750524;0.012316562;0.26336478;0.246855346;0.408018868;0.081761006;0.410639413;0.157232704;0.182127883;0.25
0.552557903;0.142784424;0.262662255;0.041995419;0.25655383;0.240010181;0.421990328;0.08144566;0.39755663;0.153219649;0.177907865;0.271315856
0.548989899;0.143181818;0.257828283;0.05;0.254292929;0.237121212;0.431060606;0.077525253;0.395707071;0.151515152;0.175;0.277777778
0.551653944;0.14605598;0.260305344;0.041984733;0.256997455;0.239949109;0.42697201;0.076081425;0.395928753;0.153180662;0.179898219;0.270992366
0.556949066;0.149987202;0.258510366;0.034553366;0.260813924;0.240337855;0.422062964;0.076785257;0.398003583;0.155874072;0.180189404;0.265932941
0.557293002;0.151243271;0.259677006;0.031786721;0.262240451;0.240963855;0.420661369;0.076134325;0.39810305;0.156113817;0.181235581;0.264547552
0.555840822;0.155070603;0.258536585;0.03055199;0.263928113;0.237997433;0.421052632;0.077021823;0.396405648;0.155327343;0.183825417;0.264441592
0.558899177;0.156893004;0.257201646;0.027006173;0.265174897;0.237911523;0.417952675;0.078960905;0.398662551;0.156121399;0.183127572;0.262088477
0.560072035;0.157190635;0.254695138;0.028042192;0.266014922;0.23797273;0.414972987;0.081039362;0.400308721;0.1566761;0.182145614;0.260869565
0.541739347;0.154996262;0.244206329;0.059058061;0.258908547;0.228756541;0.4343384;0.077996511;0.387989036;0.152504361;0.175429853;0.284076751
0.531685833;0.15218987;0.238561292;0.077563005;0.254465378;0.223635919;0.446293125;0.075605579;0.382187424;0.150966479;0.170296061;0.296550037
0.534330554;0.155468367;0.236145169;0.07405591;0.25551741;0.223393821;0.446297205;0.074791564;0.383766552;0.15228053;0.169200589;0.29475233
0.526507782;0.155642023;0.235651751;0.082198444;0.254377432;0.222762646;0.448929961;0.073929961;0.382538911;0.151021401;0.167071984;0.299367704
0.52087859;0.156649771;0.2346126;0.087859039;0.251508569;0.223026792;0.440260681;0.085203958;0.379917934;0.150132754;0.164615013;0.305334299
0.524502669;0.15720524;0.23556526;0.082726832;0.25351771;0.227559437;0.434255216;0.084667637;0.382338671;0.152110626;0.165696264;0.29985444
0.528550512;0.15885798;0.23840898;0.074182528;0.258174719;0.230600293;0.427525622;0.083699366;0.387262079;0.154953636;0.165690581;0.292093704
0.529397414;0.157843376;0.238594779;0.07416443;0.259087582;0.230787997;0.424249817;0.085874604;0.386191754;0.155891681;0.164918273;0.292998292
0.495090203;0.146837177;0.226079013;0.131993606;0.243434574;0.216031057;0.462434346;0.078100023;0.359671158;0.147293903;0.155514958;0.337519982
0.44794691;0.132932393;0.205931149;0.213189548;0.222936541;0.194732476;0.484861054;0.097469929;0.326420572;0.135006221;0.140190792;0.398382414
0.476022099;0.142099448;0.220552486;0.161325967;0.237348066;0.206850829;0.465856354;0.089944751;0.34718232;0.14519337;0.148508287;0.359116022
0.519633823;0.15682968;0.240183088;0.083353409;0.25560106;0.23030595;0.433871356;0.080221633;0.381112985;0.157793303;0.161647796;0.299445917
0.54985973;0.166284111;0.257842387;0.026013772;0.270849273;0.245600612;0.41213976;0.071410355;0.405253762;0.166284111;0.172149962;0.256312165
0.560527677;0.169167098;0.264355923;0.005949302;0.276771857;0.250129333;0.403000517;0.070098293;0.412829798;0.168132437;0.177444387;0.241593378
0.563197508;0.172333247;0.261873865;0.00259538;0.278743836;0.246561121;0.405917467;0.068777576;0.412924994;0.165066182;0.181676616;0.240332209
0.560810811;0.175155925;0.263253638;0;0.278586279;0.244282744;0.410343035;0.066787942;0.410602911;0.163721414;0.185031185;0.240644491
0.560677083;0.177083333;0.262239583;0;0.279166667;0.23984375;0.41484375;0.066145833;0.408854167;0.1640625;0.186197917;0.240885417
0.558716075;0.176148225;0.265135699;0;0.278966597;0.239039666;0.417014614;0.064979123;0.407881002;0.16440501;0.186847599;0.240866388
0.559738562;0.175947712;0.264313725;0;0.278954248;0.235294118;0.420130719;0.065620915;0.404183007;0.165228758;0.18875817;0.241830065
0.56114166;0.174914899;0.262896046;0.001047395;0.279392511;0.2330453;0.420790783;0.066771406;0.399842891;0.165488348;0.191935062;0.2427337
0.561288633;0.173389209;0.263488738;0.001833421;0.278156103;0.233106338;0.420639078;0.068098481;0.397066527;0.167103195;0.193818753;0.242011524
0.558400836;0.171936242;0.264698197;0.004964724;0.276456755;0.232035537;0.419388555;0.072119153;0.395610138;0.166448916;0.193101646;0.2448393
0.554943614;0.171518489;0.27117755;0.002360346;0.276422764;0.234985576;0.418043535;0.070548125;0.393391031;0.168895883;0.194859691;0.242853396
0.552956636;0.172141919;0.273587385;0.00131406;0.273850197;0.235479632;0.418659658;0.072010512;0.391852825;0.170302234;0.194743758;0.243101183
0.551433833;0.173112339;0.274138385;0.001315443;0.274401473;0.233096554;0.420152591;0.072349382;0.39094975;0.172059984;0.194948698;0.242041568
0.548472076;0.17597471;0.274499473;0.001053741;0.274762908;0.233140148;0.419125395;0.072971549;0.390410959;0.172286617;0.196522655;0.240779768
0.545382586;0.174934037;0.277044855;0.002638522;0.274406332;0.232717678;0.418469657;0.074406332;0.388918206;0.172823219;0.197889182;0.240369393
0.539799684;0.176331049;0.28017923;0.003690037;0.273062731;0.234317343;0.41697417;0.075645756;0.389298893;0.173958882;0.198734844;0.23800738
0.537852809;0.177525719;0.280664732;0.00395674;0.271959905;0.23450277;0.417304141;0.076233184;0.389870747;0.17462411;0.198892113;0.236613031
0.536128692;0.177478903;0.280590717;0.005801688;0.271097046;0.233386076;0.418512658;0.077004219;0.391877637;0.173259494;0.198312236;0.236550633
0.530574591;0.17896679;0.283342119;0.0071165;0.267264101;0.237216658;0.417501318;0.078017923;0.3871903;0.176594623;0.200052715;0.236162362
0.525;0.178947368;0.286052632;0.01;0.268421053;0.237105263;0.411578947;0.082894737;0.384210526;0.177894737;0.199473684;0.238421053
0.524874967;0.177151882;0.28691761;0.011055541;0.270071071;0.237957357;0.40852856;0.083443011;0.384311661;0.177151882;0.200842327;0.23769413
0.52570829;0.173137461;0.285152151;0.016002099;0.268887723;0.235309549;0.407660021;0.088142707;0.381951731;0.179695698;0.197271773;0.241080797
0.519079979;0.175378986;0.286983795;0.01855724;0.266858338;0.233141662;0.409566127;0.090433873;0.381076843;0.180867747;0.195765813;0.242289597
0.517493473;0.177023499;0.28537859;0.020104439;0.267624021;0.233420366;0.409138381;0.089817232;0.383028721;0.18381201;0.191644909;0.24151436
0.51580047;0.177853225;0.285714286;0.020632019;0.263776443;0.237398799;0.409767563;0.089057195;0.383128754;0.183598851;0.1906503;0.242622095
0.509443726;0.176714101;0.285122898;0.028719276;0.261060802;0.235446313;0.408279431;0.095213454;0.381371281;0.181630013;0.189133247;0.247865459
0.50165774;0.172915073;0.282325937;0.04310125;0.26013772;0.2331038;0.401428207;0.105330273;0.375414435;0.181076256;0.187197144;0.256312165
0.501782077;0.17311609;0.281059063;0.04404277;0.261456212;0.232942974;0.407586558;0.098014257;0.38009165;0.181771894;0.186863544;0.251272912
0.50254065;0.172510163;0.279471545;0.045477642;0.263211382;0.231453252;0.40929878;0.096036585;0.379573171;0.183689024;0.18800813;0.248729675
0.505732484;0.173503185;0.278216561;0.042547771;0.26522293;0.231082803;0.410955414;0.092738854;0.383694268;0.18089172;0.191082803;0.24433121
0.499245473;0.173541247;0.274647887;0.052565392;0.263581489;0.229124748;0.408953722;0.09834004;0.382796781;0.17806841;0.192152918;0.246981891
0.496975806;0.174647177;0.27671371;0.051663306;0.265372984;0.232862903;0.407006048;0.094758065;0.385080645;0.176915323;0.194052419;0.243951613
0.490995498;0.175587794;0.275387694;0.058029015;0.265132566;0.232366183;0.40170085;0.1008004;0.382691346;0.175587794;0.192096048;0.249624812
0.467610365;0.172024952;0.264635317;0.095729367;0.256477927;0.222168906;0.383637236;0.137715931;0.366362764;0.16818618;0.185940499;0.279510557
0.467357263;0.173933992;0.268369068;0.090339677;0.259696459;0.224283305;0.393158275;0.122861961;0.372440376;0.167911347;0.186942905;0.272705372
0.458441866;0.169074118;0.266871892;0.105612124;0.255742363;0.222353777;0.391191096;0.130712763;0.367984845;0.161496566;0.184939616;0.285578972
0.457230624;0.171077505;0.266068053;0.105623819;0.256143667;0.221644612;0.405245747;0.116965974;0.369328922;0.159026465;0.186909263;0.28473535
0.464781984;0.174413033;0.269286057;0.091518927;0.262577863;0.226641112;0.40464782;0.106133206;0.374460949;0.159319598;0.192381409;0.273838045
0.455830389;0.171495878;0.266195524;0.10647821;0.259599529;0.222614841;0.395995289;0.121790342;0.371024735;0.155005889;0.192226148;0.281743227
0.450825389;0.170657987;0.263194606;0.115322018;0.257382004;0.218553825;0.392931876;0.131132295;0.364101372;0.15484771;0.190885841;0.290165078
0.429046563;0.164745011;0.249889135;0.15631929;0.247006652;0.207317073;0.390465632;0.155210643;0.347450111;0.14767184;0.186031042;0.318847007
0.466811489;0.183200579;0.270576877;0.079411055;0.269611393;0.228336954;0.401158581;0.100893073;0.379435192;0.160270336;0.201303403;0.258991069
0.4935164;0.19221968;0.286295449;0.027968472;0.284007119;0.240020341;0.409102466;0.066870074;0.396643783;0.170607679;0.211034833;0.221713705
0.502839442;0.195663397;0.293236964;0.008260196;0.291171915;0.24419205;0.412493547;0.052142488;0.402942695;0.174754775;0.215281363;0.207021167
0.505815456;0.196691652;0.291806668;0.005686224;0.295683639;0.243990695;0.409925045;0.05040062;0.401654174;0.17523908;0.218402688;0.204704058
0.508056133;0.197765073;0.292359667;0.001819127;0.296257796;0.246621622;0.410862786;0.046257796;0.403846154;0.175935551;0.21985447;0.200363825
0.508708084;0.198336366;0.290096179;0.002859371;0.295814921;0.246685729;0.411489472;0.046009878;0.403951131;0.174161684;0.219911619;0.201975565
0.50638187;0.201615004;0.28991925;0.002083876;0.294347486;0.245115916;0.41495181;0.045584788;0.401927585;0.1747851;0.221151341;0.202135973
0.507310705;0.203394256;0.28772846;0.00156658;0.293994778;0.242819843;0.419060052;0.044125326;0.40078329;0.176762402;0.220626632;0.201827676
0.507841087;0.203345531;0.287245165;0.001568217;0.295086252;0.238630423;0.422634605;0.043648719;0.398588604;0.178515421;0.220595923;0.202300052
0.511518325;0.201570681;0.285602094;0.001308901;0.294764398;0.240052356;0.422513089;0.042670157;0.398691099;0.180366492;0.218586387;0.202356021
0.511146079;0.201940729;0.285601888;0.001311303;0.297928141;0.239181747;0.420666142;0.042223971;0.39680042;0.18305796;0.21741411;0.202727511
0.509024326;0.200889354;0.284070102;0.006016218;0.298718284;0.238817682;0.419565786;0.042898247;0.392100445;0.185194873;0.216060685;0.206643997
0.506938989;0.202409008;0.284629484;0.006022519;0.299554857;0.238544121;0.418695994;0.043205027;0.389107096;0.18643624;0.216810683;0.207645981
0.508394544;0.201993704;0.283578174;0.006033578;0.300629591;0.236096537;0.419727177;0.043546695;0.389559286;0.186253935;0.215110178;0.2090766
0.506541078;0.200941915;0.283621141;0.008895866;0.303506018;0.232339089;0.417320774;0.046834118;0.388016745;0.184981685;0.214809001;0.212192569
0.50812795;0.199003671;0.28342947;0.009438909;0.305453592;0.230466702;0.416622968;0.047456738;0.389355008;0.185107499;0.211064499;0.214472994
0.508136483;0.200262467;0.281627297;0.009973753;0.306036745;0.229396325;0.416535433;0.048031496;0.388451444;0.182939633;0.211811024;0.2167979
0.494874423;0.196822142;0.27421835;0.034085085;0.30035879;0.223218862;0.430548437;0.045873911;0.37929267;0.177088672;0.207073296;0.236545361
0.498312127;0.198390029;0.279407946;0.023889899;0.3056349;0.225136328;0.422747338;0.046481433;0.384056089;0.180472605;0.207997923;0.227473384
0.503003395;0.201880387;0.278662836;0.016453382;0.308696788;0.225907548;0.418908331;0.046487334;0.386262732;0.182554192;0.209454166;0.221728911
0.504856918;0.201627724;0.28065109;0.012864269;0.307954844;0.229719086;0.416907325;0.045418745;0.38697821;0.183775269;0.212391704;0.216854818
0.504604052;0.201789003;0.283346488;0.010260458;0.30649829;0.233622731;0.415680084;0.044198895;0.392528282;0.182583531;0.213364904;0.211523283
0.505010549;0.201476793;0.283491561;0.010021097;0.306962025;0.23285865;0.416402954;0.043776371;0.392932489;0.183280591;0.213607595;0.210179325
0.48642418;0.197233607;0.277920082;0.038422131;0.299436475;0.224897541;0.433657787;0.042008197;0.383965164;0.175204918;0.208760246;0.232069672
0.490277418;0.200155561;0.281047446;0.028519575;0.303603837;0.227119523;0.425719471;0.043557169;0.38501426;0.178376977;0.213119004;0.223489759
0.490875912;0.199687174;0.286757039;0.022679875;0.305265902;0.228623566;0.422054223;0.044056309;0.385818561;0.179092805;0.215328467;0.219760167
0.493179433;0.200682057;0.288300105;0.017838405;0.303252886;0.232948583;0.419202518;0.044596013;0.389034627;0.180745016;0.215634837;0.214585519
0.495258166;0.199683878;0.290305585;0.014752371;0.301896733;0.234720759;0.418071654;0.045310854;0.386195996;0.180453109;0.219441517;0.213909378
0.498678647;0.197674419;0.289904863;0.013742072;0.300739958;0.236786469;0.41807611;0.044397463;0.38794926;0.182610994;0.218287526;0.21115222
0.476070529;0.186901763;0.27884131;0.058186398;0.28790932;0.226196474;0.442821159;0.043073048;0.371032746;0.17581864;0.206297229;0.246851385
0.493207941;0.191483804;0.28892372;0.026384535;0.30015674;0.229885057;0.424503657;0.045454545;0.383490073;0.179989551;0.215256008;0.221264368
0.503172924;0.194870439;0.29005817;0.011898466;0.305922792;0.231094659;0.417239556;0.045742993;0.385510312;0.184822845;0.219196192;0.21047065
0.510388918;0.196057539;0.29009057;0.003462973;0.309536494;0.233351092;0.411294619;0.045817794;0.389184869;0.18460309;0.222163026;0.204049014
0.511354528;0.19930537;0.288538605;0;0.309377505;0.234838365;0.409831686;0.045952445;0.391931606;0.182473951;0.222815923;0.20277852
0.51563753;0.196471532;0.286554397;0.001336541;0.310077519;0.235765838;0.408446939;0.045709703;0.395616145;0.180165731;0.221865811;0.202352312
0.520042758;0.19615179;0.281133084;0.002672368;0.310529129;0.237306253;0.40646713;0.045697488;0.39818279;0.181453768;0.219935863;0.200427579
0.524102839;0.196036422;0.277718265;0.002142475;0.31092662;0.239957151;0.402785217;0.046331012;0.399303696;0.182913765;0.220674879;0.197107659
0.52545552;0.196409432;0.275187567;0.002947481;0.310825295;0.243301179;0.398981779;0.046891747;0.397909968;0.185691318;0.221864952;0.194533762
0.526780932;0.19683985;0.272629888;0.00374933;0.314140332;0.24397429;0.396089984;0.045795394;0.398500268;0.185859668;0.223620782;0.192019282
0.529774678;0.197961373;0.269313305;0.002950644;0.314377682;0.245708155;0.394849785;0.045064378;0.402628755;0.185622318;0.224785408;0.186963519
0.532223416;0.19763695;0.266648765;0.00349087;0.311761547;0.247583244;0.396348013;0.044307197;0.404940924;0.184210526;0.226100967;0.184747583
0.528008577;0.199946395;0.266148486;0.005896542;0.309836505;0.24738676;0.397212544;0.045564192;0.405521308;0.181452694;0.226212812;0.186813187
0.526076491;0.20005349;0.265044129;0.008825889;0.309708478;0.246857449;0.397432469;0.046001605;0.40679326;0.179994651;0.227868414;0.185343675
0.526668453;0.202894666;0.263468239;0.006968641;0.308228357;0.247922809;0.401500938;0.042347896;0.410613776;0.179844546;0.230233181;0.179308496
0.525073746;0.201930813;0.265486726;0.007508715;0.307589166;0.247251274;0.401448109;0.043711451;0.413247519;0.174845803;0.231161169;0.180745508
0.52317528;0.197655834;0.26478423;0.014384656;0.302344166;0.247469366;0.401971231;0.048215237;0.411827384;0.171816729;0.229355354;0.187000533
0.523277467;0.197126895;0.26150572;0.018089918;0.301409949;0.250332535;0.400372439;0.047885076;0.411545624;0.171588188;0.230912477;0.185953711
0.517749145;0.195635025;0.257428346;0.029187484;0.300026295;0.246384433;0.405732317;0.047856955;0.407835919;0.171180647;0.229292664;0.19169077
0.520188778;0.195595176;0.253015207;0.031200839;0.300734137;0.247246985;0.405086523;0.046932354;0.41006817;0.172784478;0.228631358;0.188515994
0.521727749;0.195026178;0.24973822;0.033507853;0.302879581;0.246596859;0.39973822;0.05078534;0.410732984;0.173560209;0.229581152;0.186125654
0.52130719;0.193464052;0.25254902;0.032679739;0.302222222;0.246535948;0.4;0.05124183;0.413071895;0.172810458;0.230849673;0.183267974
0.518719339;0.186676995;0.250451846;0.04415182;0.297443842;0.242964111;0.395817196;0.063774852;0.408468887;0.172476117;0.225923057;0.193131939
0.520547945;0.185319204;0.251227707;0.042905143;0.296717498;0.243473766;0.396226415;0.063582321;0.408374257;0.172654433;0.226932024;0.192039287
0.483524355;0.170009551;0.232091691;0.114374403;0.274594078;0.224689589;0.428844317;0.071872015;0.376074499;0.159264565;0.211079274;0.253581662
0.506194252;0.171456888;0.240089197;0.082259663;0.281962339;0.237115956;0.415758176;0.065163528;0.39147671;0.163528246;0.217046581;0.227948464
0.51817264;0.172135285;0.247602221;0.062089854;0.285461888;0.242806663;0.410651186;0.061080262;0.399293286;0.166834932;0.220848057;0.213023725
0.528311555;0.173456316;0.251088906;0.047143223;0.289520881;0.246733282;0.4066103;0.057135537;0.408403792;0.170125544;0.220343326;0.201127338
0.534070455;0.17639496;0.248907174;0.040627411;0.291077398;0.247878632;0.400617125;0.060426845;0.409874004;0.171766521;0.222165081;0.196194394
0.544079291;0.176577986;0.253521127;0.025821596;0.294470527;0.248826291;0.401408451;0.055294731;0.414449661;0.176577986;0.224047992;0.184924361
0.522896964;0.166251867;0.241911399;0.068939771;0.279243405;0.237680438;0.433051269;0.050024888;0.397710304;0.169487307;0.209556994;0.223245396
0.540484786;0.168385766;0.253481176;0.037648272;0.291387313;0.245745229;0.407942238;0.054925219;0.409231563;0.174574523;0.215317174;0.200876741
0.550091075;0.16809784;0.256570388;0.025240697;0.293520687;0.2490242;0.401249024;0.056206089;0.412958626;0.177465522;0.218058808;0.191517044
0.554734898;0.169876022;0.26351886;0.011870219;0.296491691;0.249802163;0.399366922;0.054339224;0.413874967;0.180691111;0.224215247;0.181218676
0.558503582;0.16821438;0.267179623;0.006102414;0.297426373;0.24887238;0.397718228;0.055983019;0.411249668;0.182541788;0.226585301;0.179623242
0.55792277;0.166711052;0.27057257;0.004793609;0.29587217;0.249533955;0.395472703;0.059121172;0.407723036;0.18322237;0.229294274;0.17976032
0.548802947;0.164167324;0.269402789;0.01762694;0.288608261;0.245987898;0.40463036;0.060773481;0.403578006;0.18074191;0.225203894;0.19047619
0.548941799;0.164021164;0.272222222;0.014814815;0.288095238;0.248412698;0.401322751;0.062169312;0.404232804;0.182275132;0.226984127;0.186507937
0.54753753;0.161179879;0.272056887;0.019225705;0.286542007;0.246510403;0.402686331;0.064261259;0.399789307;0.183829339;0.228864893;0.18751646
0.549960453;0.159240707;0.271816504;0.018982336;0.285789612;0.246770366;0.401001846;0.066438176;0.398892697;0.184550488;0.228842605;0.18771421
0.54914361;0.157575758;0.27483531;0.018445323;0.286429513;0.245849802;0.399209486;0.068511199;0.400790514;0.183135705;0.22687747;0.189196311
0.551379763;0.160052562;0.267805519;0.020762155;0.283837057;0.244678055;0.400788436;0.070696452;0.396846255;0.185019711;0.227595269;0.190538765
0.528524755;0.154310128;0.252324705;0.064840412;0.272430259;0.234732345;0.423473234;0.069364162;0.375973863;0.180698668;0.217139985;0.226187484
0.532658228;0.154936709;0.255949367;0.056455696;0.276455696;0.235443038;0.419240506;0.068860759;0.378481013;0.183291139;0.217721519;0.220506329
0.53910828;0.155159236;0.255286624;0.05044586;0.281273885;0.236687898;0.409426752;0.072611465;0.382420382;0.184713376;0.219872611;0.212993631
0.544430218;0.156722151;0.253521127;0.045326504;0.283738796;0.239180538;0.403329065;0.073751601;0.385403329;0.185915493;0.220742638;0.20793854
0.548668033;0.15727459;0.250256148;0.04380123;0.284067623;0.240778689;0.399846311;0.075307377;0.387295082;0.185706967;0.220543033;0.206454918
0.549528902;0.157117392;0.245989305;0.0473644;0.282658518;0.2416603;0.39623122;0.079449962;0.385281385;0.185128597;0.220269926;0.209320092
0.499303944;0.143155452;0.225058005;0.132482599;0.253828306;0.2225058;0.451044084;0.07262181;0.345475638;0.170533643;0.202320186;0.281670534
0.53435872;0.152071446;0.240387001;0.073182833;0.272388985;0.236913917;0.414041181;0.076655917;0.36740263;0.183577276;0.215331183;0.233688911
0.55251725;0.157423971;0.244824942;0.045233836;0.278047534;0.246102734;0.396626629;0.079223102;0.373115257;0.19115768;0.225146946;0.210580118
0.565693431;0.161887383;0.248957247;0.02346194;0.284932221;0.250521376;0.382690302;0.0818561;0.376694473;0.191605839;0.232273201;0.199426486
