apc.00;apc.10;apc.01;apc.11;kras.00;kras.10;kras.01;kras.11;p53.00;p53.10;p53.01;p53.11
0.501696065;0.181818182;0.28697422;0.029511533;0.130257802;0.310040706;0.473541384;0.086160109;0.464043419;0.196743555;0.228290366;0.110922659
0.499831138;0.181695373;0.285376562;0.033096927;0.135764944;0.306653158;0.46842283;0.089159068;0.465045593;0.192164809;0.227288078;0.11550152
0.501852476;0.182553048;0.283597171;0.031997305;0.140114517;0.29976423;0.472212866;0.087908387;0.463792523;0.191647019;0.22768609;0.116874368
0.485714286;0.180623974;0.278489327;0.055172414;0.1408867;0.289326765;0.459770115;0.11001642;0.452545156;0.189162562;0.221674877;0.136617406
0.486638073;0.181788189;0.281755196;0.049818542;0.144836688;0.286704058;0.46156384;0.106895414;0.452655889;0.193995381;0.220719235;0.132629495
0.477688604;0.176886035;0.27094703;0.074478331;0.144462279;0.275120385;0.452969502;0.127447833;0.443017657;0.1929374;0.211556982;0.152487961
0.475241158;0.180385852;0.274919614;0.069453376;0.147588424;0.277813505;0.453054662;0.121543408;0.445337621;0.195176849;0.21221865;0.147266881
0.478009631;0.180417335;0.27576244;0.065810594;0.149277689;0.287961477;0.446869984;0.115890851;0.446548957;0.202247191;0.209951846;0.141252006
0.45238829;0.174730354;0.269953775;0.102927581;0.143297381;0.28412943;0.447765794;0.124807396;0.424345146;0.202465331;0.200308166;0.172881356
0.455054432;0.176982893;0.27651633;0.091446345;0.144945568;0.289891135;0.446034215;0.119129082;0.424883359;0.208709176;0.203732504;0.162674961
0.4599314;0.175241659;0.278141565;0.086685376;0.146554412;0.285001559;0.451200499;0.11724353;0.419706891;0.21515435;0.204864359;0.1602744
0.429237041;0.164822365;0.26354106;0.142399534;0.139487478;0.265288294;0.420792079;0.174432149;0.390506698;0.204135119;0.193069307;0.212288876
0.45320197;0.174876847;0.281403941;0.090517241;0.148399015;0.280788177;0.437807882;0.133004926;0.407327586;0.219211823;0.203817734;0.169642857
0.463244613;0.181558935;0.294359949;0.060836502;0.156210393;0.286121673;0.44486692;0.112801014;0.416666667;0.224651458;0.2126109;0.146070976
0.449098135;0.176704372;0.287068175;0.087129318;0.149495567;0.277590951;0.429532253;0.143381229;0.397431978;0.223173341;0.205441761;0.17395292
0.442627914;0.176203451;0.287920073;0.093248562;0.14683621;0.27641538;0.422646079;0.154102331;0.387526491;0.219497427;0.208295489;0.184680593
0.446841294;0.183975347;0.294915254;0.074268105;0.15192604;0.278274268;0.444684129;0.125115562;0.391371341;0.226810478;0.211093991;0.170724191
0.457433291;0.192503177;0.308449809;0.041613723;0.157878018;0.289390089;0.450444727;0.102287166;0.40184244;0.236340534;0.218233799;0.143583227
0.467034752;0.198765833;0.317960377;0.016239039;0.162390386;0.295225723;0.454043521;0.08834037;0.412146801;0.238389087;0.225722637;0.123741475
0.471851611;0.197852262;0.319232021;0.011064107;0.165636186;0.292547999;0.454930036;0.086885779;0.415229418;0.23885454;0.225837943;0.1200781
0.472204055;0.197514716;0.324395029;0.0058862;0.169391759;0.294964029;0.457161543;0.078482668;0.420536298;0.238064094;0.227599738;0.113799869
0.472304163;0.199934448;0.325139299;0.002622091;0.171419207;0.293674205;0.459521468;0.07538512;0.425434284;0.236643723;0.226810882;0.111111111
0.470703764;0.201636661;0.32405892;0.003600655;0.173813421;0.291325696;0.458265139;0.076595745;0.424549918;0.238952537;0.22487725;0.111620295
0.469800849;0.19784525;0.326803787;0.005550114;0.175318315;0.290238328;0.458047666;0.07639569;0.423767548;0.2402873;0.224289912;0.11165524
0.472222222;0.199346405;0.323856209;0.004575163;0.177124183;0.289869281;0.45620915;0.076797386;0.424183007;0.237908497;0.226143791;0.111764706
0.471877044;0.200130804;0.322759974;0.005232178;0.178875082;0.291366906;0.452583388;0.077174624;0.422498365;0.238391105;0.226618705;0.112491825
0.474731007;0.198565373;0.321160743;0.005542876;0.180958591;0.294424519;0.446038474;0.078578415;0.42582328;0.234104989;0.224975546;0.115096185
0.475835225;0.194291275;0.318196562;0.011676938;0.18066818;0.296788842;0.437885177;0.084657801;0.424262082;0.227375933;0.225429776;0.122932209
0.476823339;0.187358185;0.32350081;0.012317666;0.182171799;0.294003241;0.436628849;0.08719611;0.42171799;0.226580227;0.226580227;0.125121556
0.474461934;0.181496948;0.324124639;0.019916479;0.182781882;0.293286219;0.429810472;0.094121426;0.417282364;0.224221009;0.225184709;0.133311918
0.476266838;0.180885183;0.322963438;0.019884541;0.182488775;0.289929442;0.430404105;0.097177678;0.421103271;0.220333547;0.221937139;0.136626042
0.473886575;0.184235822;0.322973406;0.018904197;0.181992951;0.290932393;0.427427107;0.099647549;0.421339314;0.217238065;0.222685037;0.138737584
0.469029374;0.18614304;0.32247765;0.022349936;0.180076628;0.29054917;0.424010217;0.105363985;0.417624521;0.21743295;0.220625798;0.144316731
0.472674976;0.181527645;0.32534356;0.020453819;0.18344519;0.294662832;0.418344519;0.103547459;0.418983701;0.222115692;0.214765101;0.144135507
0.466093601;0.184336199;0.328557784;0.021012416;0.187838268;0.29385546;0.41197071;0.106335562;0.417382999;0.226042662;0.209487424;0.147086915
0.454233052;0.179943768;0.327710091;0.03811309;0.184317401;0.287722587;0.404561075;0.123398938;0.410809122;0.2236801;0.202749141;0.162761637
0.44526219;0.17632628;0.322907084;0.055504446;0.183072677;0.285495247;0.390984361;0.140447715;0.402330573;0.21741797;0.200245324;0.180006133
0.442633036;0.179637035;0.326668717;0.051061212;0.184866195;0.287296217;0.38818825;0.139649339;0.407259305;0.214395571;0.199630883;0.178714242
0.445058318;0.178023327;0.328115408;0.048802947;0.184775936;0.290055249;0.384284837;0.140883978;0.412216083;0.213321056;0.193677103;0.180785758
0.442542787;0.181540342;0.326100244;0.049816626;0.189486553;0.286369193;0.378667482;0.145476773;0.413508557;0.208435208;0.19193154;0.186124694
0.436363636;0.183333333;0.326969697;0.053333333;0.188787879;0.290606061;0.371818182;0.148787879;0.41;0.205151515;0.190606061;0.194242424
0.428995841;0.179441474;0.321449792;0.070112894;0.187759952;0.284016637;0.361259655;0.166963755;0.406417112;0.198158051;0.185680333;0.209744504
0.429336507;0.17941089;0.323713181;0.067539423;0.189526927;0.284439155;0.357929188;0.168104731;0.408509372;0.197262719;0.182683725;0.211544183
0.373724156;0.160429207;0.288667888;0.177178749;0.171682806;0.247055745;0.31196022;0.26930123;0.359853442;0.17246794;0.160167495;0.307511123
0.41216992;0.173363949;0.316877153;0.097588978;0.191733639;0.26435132;0.338978186;0.204936854;0.391504018;0.186280138;0.177956372;0.244259472
0.432952495;0.183102826;0.334034877;0.049909802;0.202946482;0.278412508;0.349969934;0.168671076;0.405291642;0.197233915;0.187312087;0.210162357
0.446025363;0.184348902;0.35013919;0.019486545;0.208784411;0.284565419;0.360965048;0.145685122;0.417568822;0.202288896;0.191463037;0.188679245
0.45074813;0.18765586;0.355985037;0.005610973;0.213528678;0.284600998;0.362219451;0.139650873;0.421758105;0.207917706;0.187967581;0.182356608
0.451794072;0.189703588;0.355070203;0.003432137;0.216848674;0.284867395;0.356318253;0.141965679;0.425273011;0.207800312;0.182839314;0.184087363
0.447803054;0.187285759;0.360548457;0.00436273;0.219382985;0.286693674;0.353069492;0.140853849;0.424119663;0.205359925;0.186039265;0.184481147
0.445516812;0.186488169;0.362702366;0.005292653;0.219489415;0.283935243;0.356164384;0.140410959;0.421544209;0.205479452;0.189290162;0.183686177
0.443785134;0.189881324;0.365084322;0.001249219;0.220174891;0.284821986;0.362273579;0.132729544;0.429106808;0.205808869;0.188007495;0.177076827
0.447220487;0.187695191;0.364459713;0;0.218613367;0.282011243;0.364772017;0.134603373;0.430356027;0.205808869;0.185509057;0.178326046
0.445;0.1915625;0.3621875;0.00125;0.215625;0.2840625;0.36875;0.1315625;0.4325;0.205625;0.18625;0.175625
0.443923774;0.193689472;0.361137145;0.001249609;0.212746017;0.28553577;0.371758825;0.129959388;0.432989691;0.205873165;0.187129022;0.174008122
0.441599001;0.190818239;0.366333542;0.001249219;0.211118051;0.284509681;0.373516552;0.130855715;0.4350406;0.206745784;0.183010618;0.175202998
0.435352904;0.191755153;0.371642723;0.001249219;0.210181137;0.285446596;0.371955028;0.132417239;0.438163648;0.204247345;0.179575265;0.178013741
0.434375;0.1896875;0.3746875;0.00125;0.2084375;0.2846875;0.3721875;0.1346875;0.44;0.2028125;0.1771875;0.18
0.4342393;0.190253046;0.374258044;0.001249609;0.210871603;0.285223368;0.368009997;0.135895033;0.440487348;0.201499531;0.17494533;0.183067791
0.433302093;0.18556701;0.378631678;0.002499219;0.209309591;0.282724149;0.370821618;0.137144642;0.439237738;0.199000312;0.175257732;0.186504217
0.431415241;0.181648523;0.380404355;0.006531882;0.20777605;0.278693624;0.372317263;0.141213064;0.438880249;0.19377916;0.175116641;0.19222395
0.432566812;0.180546924;0.38004972;0.006836544;0.211311374;0.27532629;0.371659416;0.141702921;0.434431324;0.194841516;0.176507147;0.194220012
0.428527132;0.181395349;0.381395349;0.008682171;0.210542636;0.274418605;0.370852713;0.144186047;0.433488372;0.190387597;0.177364341;0.19875969
0.429014259;0.177929324;0.383137012;0.009919405;0.207687539;0.278983261;0.367017979;0.146311221;0.430564166;0.187848729;0.178859268;0.202727836
0.430250541;0.173213733;0.386019177;0.010516548;0.204763378;0.283637488;0.36313022;0.148468914;0.432415713;0.184967522;0.176306836;0.206309929
0.43267449;0.168313774;0.386658431;0.012353305;0.203829524;0.284743669;0.363187153;0.148239654;0.430821495;0.18437307;0.178196418;0.206609018
0.433107275;0.162453761;0.390875462;0.013563502;0.200678175;0.285758323;0.363440197;0.150123305;0.426633785;0.182182491;0.181257707;0.209926017
0.434327899;0.157490003;0.394032605;0.014149492;0.199630883;0.285450631;0.363580437;0.15133805;0.425715165;0.178714242;0.182713011;0.212857582
0.430806996;0.154648665;0.396133783;0.018410555;0.198220313;0.282908868;0.36606321;0.15280761;0.422522246;0.175820804;0.185332924;0.216324026
0.430048662;0.152068127;0.39446472;0.023418491;0.198296837;0.283150852;0.369525547;0.149026764;0.419708029;0.175486618;0.187347932;0.217457421
0.430176078;0.154523376;0.390103218;0.025197328;0.197632058;0.28870674;0.365209472;0.14845173;0.418032787;0.176988464;0.186703097;0.218275653
0.415177263;0.149721653;0.377087606;0.058013478;0.192499268;0.278054498;0.353061822;0.176384413;0.40668034;0.169059478;0.180779373;0.243480809
0.420773089;0.151372086;0.377397462;0.050457362;0.193272352;0.282679256;0.353201534;0.170846857;0.406904692;0.171437002;0.182649749;0.239008557
0.419555556;0.15437037;0.381333333;0.044740741;0.195851852;0.283851852;0.351703704;0.168592593;0.407407407;0.173037037;0.182518519;0.237037037
0.409300982;0.152224148;0.372616984;0.065857886;0.191796649;0.282206817;0.337954939;0.188041594;0.393991912;0.172443674;0.178798382;0.254766031
0.408275463;0.153645833;0.372395833;0.06568287;0.193287037;0.282696759;0.337094907;0.186921296;0.395833333;0.173032407;0.177083333;0.254050926
0.413112852;0.155497534;0.37191761;0.059472005;0.196402669;0.28575573;0.335364085;0.182477517;0.398897592;0.174644619;0.176965477;0.249492312
0.415148887;0.155825383;0.369181844;0.059843886;0.195143105;0.289100896;0.332755132;0.183000867;0.400693842;0.172593235;0.178375253;0.24833767
0.420793513;0.153779322;0.367216913;0.058210252;0.196640602;0.293368086;0.33304373;0.176947582;0.403417318;0.17318274;0.177816392;0.245583551
0.417816092;0.157758621;0.362643678;0.061781609;0.197126437;0.290517241;0.339942529;0.172413793;0.404022989;0.174137931;0.175574713;0.246264368
0.394715336;0.149550531;0.345682375;0.110051757;0.190138927;0.271315718;0.32089349;0.217651866;0.385453555;0.163443203;0.166712068;0.284391174
0.407303371;0.155617978;0.354775281;0.082303371;0.194662921;0.278651685;0.330898876;0.195786517;0.399719101;0.16741573;0.171067416;0.261797753
0.399780642;0.151083082;0.348231423;0.100904853;0.189744996;0.274197971;0.320811626;0.215245407;0.395667672;0.161776803;0.165889772;0.276665753
