transit;diff;pre;ade;tum;imm
725;1723;0;5;70;206
712;1735;0;11;288;224
718;1723;2;7;232;80
720;1725;1;5;208;75
720;1722;1;5;207;75
724;1717;1;3;177;73
725;1721;1;5;718;166
738;1693;0;5;545;155
740;1694;0;6;412;155
733;1693;2;7;331;170
738;1697;3;6;242;165
744;1689;4;6;1156;344
757;1663;5;4;678;390
749;1673;5;4;351;420
743;1691;2;2;111;420
744;1703;1;0;22;384
741;1708;1;0;95;385
749;1696;1;2;33;314
737;1712;1;2;12;299
734;1714;1;7;10;299
734;1716;0;12;17;285
731;1716;2;10;57;285
735;1713;1;15;54;105
729;1721;6;17;56;40
734;1713;5;22;56;10
739;1710;5;23;71;10
735;1711;10;31;299;45
750;1692;7;31;240;45
751;1693;7;31;250;50
751;1692;7;31;225;60
746;1694;7;37;228;60
742;1695;5;31;900;220
737;1692;2;22;532;250
744;1689;1;15;316;255
746;1690;1;11;179;260
750;1691;3;12;81;252
739;1704;7;15;343;311
751;1689;6;7;143;297
747;1700;3;4;47;286
746;1702;1;1;22;282
752;1697;0;1;18;269
736;1714;0;1;92;273
743;1706;0;1;65;119
747;1701;0;2;49;90
745;1701;0;4;64;90
742;1704;0;6;58;85
739;1709;8;5;190;99
742;1699;9;9;162;35
740;1698;13;8;139;25
732;1710;11;10;123;25
743;1703;9;12;130;24
749;1698;8;10;589;114
746;1692;7;8;361;125
752;1689;7;12;259;128
738;1696;5;14;212;127
735;1706;3;13;166;123
740;1706;5;12;724;297
746;1682;3;5;332;315
739;1693;0;1;115;315
737;1702;0;1;14;315
727;1722;0;1;4;300
724;1726;0;1;28;305
716;1733;0;0;10;230
718;1732;1;0;4;214
716;1734;4;2;2;210
716;1734;7;13;5;210
709;1739;7;20;14;210
722;1725;8;23;21;35
730;1718;12;37;46;5
728;1714;17;39;53;5
729;1717;18;43;58;5
738;1710;18;42;76;5
735;1710;18;47;115;0
737;1710;18;48;121;0
730;1710;19;56;182;10
736;1702;17;66;295;40
742;1696;21;68;245;40
750;1687;21;81;291;45
745;1686;23;106;344;65
739;1692;20;103;351;65
742;1690;18;104;373;70
749;1680;19;113;422;80
753;1684;19;116;684;160
758;1673;13;108;577;189
747;1681;10;98;587;200
739;1688;10;101;543;198
739;1688;7;85;567;210
735;1687;6;78;546;211
742;1685;7;65;590;246
736;1684;6;61;865;364
740;1671;2;48;722;416
749;1666;1;42;485;408
746;1687;0;28;324;389
755;1684;0;20;217;339
741;1697;0;13;140;317
745;1699;0;15;107;304
745;1700;0;12;236;355
751;1693;1;8;106;332
732;1715;3;3;78;318
727;1717;3;6;61;275
718;1728;3;5;64;157
709;1739;2;5;60;105
716;1730;2;5;75;90
716;1731;4;5;126;75
722;1722;4;11;123;80
724;1722;4;9;138;80
723;1726;3;12;173;85
721;1720;3;14;206;30
726;1719;4;15;303;35
731;1709;4;19;326;30
721;1714;5;15;473;65
727;1709;3;20;453;70
731;1706;1;22;582;130
724;1707;0;27;441;129
729;1706;0;26;766;238
731;1694;1;21;497;244
735;1702;0;18;424;257
742;1699;0;11;528;292
728;1707;0;7;344;299
733;1702;0;5;345;292
743;1697;0;5;543;324
743;1691;0;8;361;289
730;1705;3;9;309;282
736;1702;4;5;205;221
732;1712;2;5;260;219
740;1703;2;5;241;144
731;1709;2;8;584;161
742;1692;2;9;506;155
749;1689;2;9;434;120
746;1690;3;9;398;108
737;1696;2;10;448;98
737;1700;1;8;601;123
735;1695;1;9;1307;374
738;1677;0;12;915;422
738;1678;0;6;604;450
735;1690;1;0;297;427
734;1698;0;0;103;416
732;1711;0;0;41;406
733;1717;0;0;91;400
730;1717;0;1;48;399
723;1726;0;1;48;395
723;1726;0;3;30;389
717;1732;0;3;21;342
722;1728;0;3;30;95
711;1737;0;5;52;40
715;1733;0;8;48;10
711;1738;0;13;77;15
709;1737;0;16;73;15
713;1736;0;21;71;10
720;1725;2;30;89;10
724;1722;5;33;223;35
718;1722;7;34;179;35
729;1710;6;37;312;90
731;1704;9;37;194;90
731;1707;10;37;220;85
726;1712;10;38;209;90
728;1719;11;33;468;165
727;1714;7;28;325;165
720;1718;9;30;460;220
727;1705;7;19;279;224
728;1713;7;16;179;221
724;1720;1;13;186;201
720;1726;3;12;385;249
722;1713;2;8;238;210
723;1715;2;6;361;244
722;1708;2;10;237;241
719;1722;4;11;159;232
734;1708;4;13;139;171
736;1710;2;14;318;177
732;1706;2;13;258;133
739;1705;2;12;404;154
741;1695;5;8;312;155
738;1701;6;8;243;147
731;1704;5;7;288;103
731;1708;6;10;796;226
743;1687;5;12;560;199
744;1685;7;12;777;293
749;1678;3;7;471;305
750;1686;1;7;262;300
748;1685;1;8;195;282
739;1701;0;7;428;344
741;1694;0;6;186;328
741;1699;0;4;202;333
739;1701;0;4;107;297
735;1709;0;7;65;286
737;1711;3;4;69;205
740;1707;1;7;166;200
735;1708;5;8;131;109
744;1702;3;11;196;110
747;1697;3;12;142;107
742;1700;3;18;119;99
738;1707;3;25;142;40
744;1702;4;23;470;80
750;1684;7;22;391;75
743;1694;7;25;518;100
737;1695;9;21;457;104
735;1691;12;28;422;99
744;1688;9;26;445;103
732;1699;11;26;1320;407
733;1678;5;20;653;430
724;1690;3;9;568;500
727;1698;1;7;181;483
724;1713;0;3;26;475
719;1729;0;0;7;456
725;1725;1;1;16;458
730;1719;0;0;1;435
717;1733;0;0;5;430
714;1736;0;2;8;430
716;1730;5;5;21;420
715;1733;7;7;27;110
716;1732;11;7;31;75
722;1728;11;7;48;5
724;1724;12;11;53;5
724;1723;12;13;62;5
725;1722;17;16;81;5
727;1723;17;19;106;0
738;1709;17;19;167;10
733;1705;18;21;205;10
735;1706;18;33;234;20
736;1707;17;41;234;25
738;1701;18;62;222;30
739;1698;17;75;253;30
727;1703;16;79;337;50
734;1703;14;77;348;65
722;1713;15;58;435;115
731;1709;10;54;501;165
726;1704;9;55;428;163
724;1699;7;54;453;153
735;1695;7;58;430;161
737;1695;4;55;437;151
741;1693;4;55;580;199
743;1685;4;42;600;198
746;1685;4;38;681;237
741;1684;4;40;698;237
746;1675;4;37;598;223
750;1675;3;31;576;262
748;1679;6;26;423;240
749;1679;7;24;551;283
751;1679;7;27;504;301
744;1681;6;25;439;297
761;1673;9;20;480;329
766;1667;9;15;358;310
764;1667;7;12;325;302
763;1679;3;8;407;297
758;1675;1;9;277;266
756;1686;0;6;220;245
751;1695;0;6;262;194
751;1693;0;7;232;180
750;1693;0;7;255;147
750;1689;0;6;525;147
741;1695;0;10;585;155
736;1704;0;9;533;127
736;1698;0;9;496;108
727;1710;0;11;505;122
721;1713;0;11;545;105
724;1700;0;14;1259;284
725;1701;1;16;1074;363
730;1692;1;20;833;390
726;1700;0;17;549;387
719;1704;0;14;360;373
714;1718;0;12;434;412
719;1720;0;7;790;502
727;1711;0;6;435;498
726;1711;0;1;242;492
714;1725;0;1;121;436
719;1726;2;1;75;398
712;1736;0;3;41;280
704;1745;0;1;165;226
716;1731;2;3;140;195
718;1725;2;6;126;185
714;1729;1;5;158;177
719;1727;1;9;183;122
716;1727;3;9;180;20
720;1722;3;9;431;65
725;1713;7;10;435;90
728;1708;6;9;497;160
733;1701;6;7;320;158
734;1699;8;8;328;157
740;1696;6;11;356;150
733;1703;6;12;777;235
738;1697;6;9;750;285
737;1684;5;9;628;325
735;1694;2;9;385;320
741;1692;2;6;330;347
736;1694;2;5;184;293
727;1714;2;2;564;338
732;1705;2;2;348;325
730;1713;1;2;178;325
729;1713;0;6;137;328
726;1716;1;2;50;310
723;1726;0;2;89;241
729;1718;0;1;159;211
736;1711;0;3;120;174
742;1705;0;4;109;168
737;1710;0;3;79;128
743;1706;2;1;191;131
739;1707;5;1;161;65
741;1704;5;4;303;55
749;1696;4;3;352;55
751;1691;6;3;326;35
742;1697;4;5;717;130
743;1689;4;7;493;159
748;1685;2;10;423;155
748;1687;2;11;901;260
755;1673;2;9;708;269
749;1680;1;7;1225;523
744;1673;1;3;571;533
738;1694;0;3;200;532
733;1707;0;3;83;535
729;1713;0;3;49;513
728;1720;0;1;46;511
731;1718;0;0;13;443
724;1725;0;0;5;414
722;1728;0;0;4;414
729;1721;0;6;8;310
723;1726;2;4;3;290
725;1725;2;7;3;35
726;1724;4;13;11;15
731;1717;4;18;12;15
724;1724;5;23;20;5
728;1721;3;23;24;5
723;1726;5;26;37;0
727;1723;6;29;43;0
731;1718;6;31;47;0
730;1718;6;43;83;5
727;1713;8;47;109;10
729;1717;7;52;115;10
733;1717;7;58;131;10
735;1709;7;67;150;10
730;1712;9;73;232;20
733;1703;9;79;326;25
722;1713;8;85;392;40
722;1710;9;95;373;40
720;1714;8;88;365;45
721;1722;9;93;551;84
720;1715;10;88;532;98
715;1712;9;77;566;125
717;1709;9;75;771;200
725;1703;10;62;752;231
725;1700;8;49;560;237
724;1697;8;43;531;254
737;1699;7;29;457;263
742;1693;5;32;549;301
744;1683;4;24;554;323
743;1688;2;26;395;310
754;1681;4;21;471;327
755;1677;4;14;345;303
761;1679;2;12;248;272
753;1684;3;11;358;247
756;1682;2;8;309;220
748;1692;2;3;234;225
759;1681;2;1;234;215
759;1684;2;1;268;199
763;1681;1;1;273;174
758;1685;1;1;411;199
747;1691;1;4;330;205
747;1693;1;6;270;166
748;1691;1;6;206;164
747;1695;1;10;168;162
747;1699;0;8;175;134
742;1704;0;10;367;159
749;1695;0;19;375;149
741;1696;0;15;410;151
754;1684;0;14;393;143
735;1701;0;16;336;123
742;1698;0;13;367;97
744;1696;0;11;877;273
748;1679;0;14;500;289
752;1683;3;10;295;285
742;1694;3;7;303;298
742;1694;1;8;224;302
742;1701;1;5;108;281
737;1710;0;4;265;312
746;1702;0;4;136;317
734;1711;0;4;57;305
727;1722;0;3;29;294
721;1729;0;1;32;274
710;1740;2;1;32;104
705;1744;3;2;91;85
707;1744;4;6;89;85
708;1743;6;6;94;64
710;1740;8;7;85;55
709;1737;7;12;76;55
710;1735;7;13;103;20
712;1735;5;13;305;30
712;1731;7;14;304;35
715;1725;8;17;383;45
714;1725;7;24;358;45
719;1721;7;26;359;50
713;1721;9;25;359;60
713;1720;8;30;1060;320
715;1707;8;25;533;330
716;1710;5;29;532;374
708;1721;6;22;401;399
710;1726;4;11;154;391
715;1730;3;7;54;370
715;1731;4;5;105;388
717;1728;0;4;44;380
724;1723;0;10;38;380
725;1725;0;3;18;364
723;1727;0;4;7;349
723;1727;0;8;5;105
726;1723;0;20;18;95
720;1728;0;29;20;50
717;1731;0;32;31;20
718;1732;0;37;39;20
718;1728;0;42;41;20
725;1724;0;49;76;0
727;1720;6;51;155;10
732;1713;6;57;137;15
731;1713;6;73;185;20
739;1705;6;74;186;20
743;1700;6;76;178;20
739;1703;5;97;198;30
730;1712;3;88;481;125
722;1705;3;82;401;150
730;1703;3;60;437;210
726;1702;4;56;330;233
735;1704;2;31;208;236
733;1703;1;30;148;229
728;1712;1;22;217;249
728;1710;3;21;214;250
725;1717;2;23;229;273
722;1721;2;13;144;259
718;1726;4;9;99;249
720;1727;3;7;104;164
734;1719;1;18;171;149
738;1711;3;18;148;94
731;1709;6;22;311;90
733;1704;7;19;259;83
734;1705;8;26;232;83
733;1703;9;32;293;69
742;1699;9;32;591;135
755;1675;8;29;429;125
749;1682;9;31;646;230
751;1682;7;25;585;252
751;1682;4;21;379;252
752;1682;2;21;315;253
758;1684;2;24;543;334
759;1678;1;17;266;345
761;1682;0;4;228;362
759;1684;0;3;77;345
743;1704;0;2;76;327
744;1706;0;0;31;266
739;1710;0;0;39;257
735;1713;0;0;33;164
736;1713;3;0;44;145
741;1706;5;6;33;145
727;1723;2;7;39;129
724;1722;4;13;44;45
724;1725;5;13;122;25
720;1727;6;14;115;10
717;1728;4;14;153;20
721;1724;3;18;152;20
722;1715;5;23;177;30
722;1718;8;35;179;29
721;1719;9;31;514;119
727;1707;9;28;358;120
733;1706;7;24;428;140
727;1708;7;18;331;150
728;1703;4;18;259;149
734;1708;2;12;235;159
732;1708;3;8;672;327
734;1696;3;4;371;344
736;1699;7;3;264;354
735;1706;5;3;121;341
729;1714;5;1;33;328
716;1734;4;3;18;258
726;1724;6;5;28;254
720;1730;5;4;35;235
727;1723;6;2;72;230
731;1719;6;3;58;230
727;1720;8;1;48;225
739;1709;8;5;38;50
733;1717;9;8;43;30
735;1713;13;12;43;20
731;1714;13;12;71;25
726;1721;12;9;128;35
728;1716;15;13;116;35
730;1715;11;17;169;39
725;1716;13;23;166;39
732;1713;12;32;181;35
723;1717;14;27;307;50
730;1708;15;34;283;50
735;1704;15;38;376;55
736;1704;14;37;348;47
737;1700;16;46;412;57
733;1694;17;55;507;84
736;1690;13;64;959;220
738;1675;9;64;726;240
744;1679;7;58;558;235
742;1693;4;44;707;317
744;1686;2;30;516;321
747;1683;0;24;339;321
735;1701;2;18;613;407
750;1684;1;12;375;413
733;1701;1;6;259;400
726;1710;3;10;174;369
728;1716;3;7;209;341
729;1716;1;9;156;225
724;1721;1;6;310;209
734;1710;1;9;288;205
736;1700;1;11;256;143
731;1711;3;10;250;128
739;1697;1;9;243;114
738;1704;3;8;419;54
741;1702;3;17;1168;190
740;1692;3;15;884;215
746;1682;0;11;701;220
741;1688;0;11;534;219
737;1696;0;6;391;217
734;1703;0;7;522;314
741;1692;0;9;1363;604
739;1680;0;10;603;625
733;1696;0;5;155;620
734;1709;0;1;21;567
728;1721;1;0;16;551
733;1717;0;0;7;461
725;1724;0;5;22;439
726;1725;0;8;19;435
732;1718;0;10;19;430
724;1725;0;12;28;430
719;1727;2;14;26;325
721;1728;2;22;29;30
730;1719;2;31;31;5
734;1714;2;34;71;10
735;1714;1;40;142;35
741;1701;0;35;105;30
740;1701;2;44;111;30
736;1711;4;44;109;30
736;1708;9;52;105;30
745;1700;7;53;313;75
743;1695;10;54;226;95
751;1693;11;52;231;100
739;1699;9;49;281;110
743;1691;8;54;243;119
743;1696;6;48;632;254
748;1682;5;36;292;260
743;1696;2;19;131;260
743;1703;1;11;54;260
742;1708;0;4;27;251
745;1705;0;3;48;259
744;1705;0;1;16;223
738;1711;1;2;11;205
733;1717;1;1;11;200
737;1712;1;4;10;190
735;1715;4;5;26;179
739;1708;4;11;43;35
742;1704;4;16;55;10
739;1709;7;16;83;10
733;1710;7;18;97;10
735;1708;8;21;143;25
732;1711;7;24;144;15
730;1713;9;24;162;15
727;1715;9;29;189;15
729;1712;9;30;338;35
731;1709;6;33;533;75
723;1713;4;32;522;95
716;1712;4;33;529;110
713;1719;5;33;495;125
715;1718;11;37;420;123
709;1723;9;32;1100;397
714;1705;7;31;583;420
725;1700;5;20;388;440
725;1702;1;8;183;450
732;1711;2;4;61;443
730;1717;1;3;93;430
733;1717;0;0;36;396
725;1723;3;0;30;375
724;1726;3;2;62;360
725;1723;2;5;39;350
724;1724;5;6;51;348
722;1726;4;7;50;74
722;1725;5;7;57;40
730;1716;8;7;63;20
731;1717;10;11;114;5
714;1731;11;13;260;35
720;1721;14;18;220;40
721;1721;12;13;195;55
718;1728;13;20;170;55
719;1728;15;19;166;55
730;1715;16;23;633;205
733;1696;10;20;323;240
741;1699;5;9;159;245
737;1702;3;4;107;250
736;1710;1;4;40;246
738;1709;1;6;120;260
743;1703;1;2;81;234
737;1711;0;3;56;224
729;1720;0;1;24;210
726;1724;0;1;15;206
729;1721;3;0;35;208
726;1722;6;3;36;63
729;1723;5;9;35;30
734;1713;5;12;35;25
730;1717;4;14;39;20
732;1719;4;17;153;30
733;1709;7;22;147;20
733;1712;7;20;152;25
740;1705;7;23;152;25
731;1708;8;25;161;24
731;1715;6;25;609;124
736;1698;7;30;400;155
734;1699;3;23;289;165
734;1707;2;27;256;170
729;1708;1;20;185;168
727;1710;1;24;705;306
731;1701;0;16;357;318
731;1704;0;12;174;315
730;1715;0;4;67;310
731;1716;0;0;20;290
731;1719;1;2;125;312
736;1707;0;6;47;235
738;1709;0;4;23;204
730;1721;0;3;10;195
732;1718;0;3;11;187
727;1722;2;6;38;192
726;1723;2;4;33;55
723;1726;2;12;34;35
725;1724;4;12;35;35
728;1719;4;22;47;35
741;1707;4;25;229;65
748;1696;4;23;174;50
741;1703;3;26;153;50
738;1709;3;28;141;55
741;1702;2;25;118;55
740;1703;2;23;515;260
738;1697;2;8;146;270
738;1708;0;2;12;270
725;1724;0;1;2;270
717;1733;1;2;4;270
724;1725;0;6;4;270
725;1724;2;6;3;240
721;1729;3;10;5;225
734;1715;2;16;8;225
743;1707;5;16;11;220
743;1706;11;24;11;220
747;1701;11;33;16;15
750;1698;12;36;25;0
744;1699;15;41;32;0
747;1702;16;44;31;0
741;1709;18;44;58;5
745;1704;18;49;94;5
753;1695;28;52;111;5
744;1706;33;53;172;5
736;1705;36;70;171;5
733;1702;39;89;194;15
737;1701;39;87;203;20
726;1708;38;92;330;55
742;1697;33;85;349;85
736;1700;29;84;294;100
738;1701;26;74;364;119
744;1693;24;72;328;120
746;1691;19;76;299;120
748;1685;17;96;373;135
761;1681;15;97;546;189
748;1680;14;85;598;272
754;1680;9;72;385;263
748;1683;10;55;368;270
746;1690;7;39;256;241
749;1688;6;24;285;215
748;1688;5;20;199;212
755;1691;5;30;305;223
751;1684;4;31;358;253
749;1686;9;22;286;248
747;1695;8;23;290;246
746;1696;7;21;259;206
747;1698;7;18;224;127
741;1697;6;17;227;123
742;1699;5;17;341;120
752;1687;4;15;478;169
747;1685;3;14;344;166
745;1694;3;14;513;186
739;1694;3;19;442;177
735;1698;3;18;360;143
736;1704;2;18;341;137
742;1697;2;19;568;138
739;1691;2;17;721;195
748;1683;2;15;727;274
739;1694;2;13;691;330
737;1692;2;8;504;326
742;1687;0;7;357;295
747;1693;0;6;294;285
740;1700;0;6;415;279
733;1709;1;6;587;310
737;1702;2;9;400;313
735;1706;2;9;513;313
737;1698;1;10;410;295
731;1709;2;7;312;244
727;1710;3;11;274;169
730;1711;5;16;722;189
732;1698;3;15;744;225
742;1683;3;21;592;223
743;1688;2;16;893;273
738;1693;2;13;682;287
735;1695;2;23;495;280
732;1698;1;15;723;376
734;1694;1;12;694;409
734;1687;0;11;656;442
737;1688;0;6;441;421
745;1692;0;4;457;442
740;1689;3;3;239;394
727;1714;2;1;376;370
731;1709;2;1;265;354
724;1719;0;1;263;319
730;1708;0;7;297;308
723;1708;0;6;172;274
728;1716;0;6;212;184
728;1716;2;7;379;155
733;1712;2;10;332;117
725;1717;2;11;327;106
736;1707;1;14;508;91
741;1697;1;16;579;105
739;1687;1;15;508;90
743;1690;0;17;1487;308
746;1676;0;21;943;365
748;1683;0;16;647;345
742;1687;0;16;601;368
744;1681;0;13;482;388
740;1692;1;6;337;390
735;1695;1;7;867;517
749;1683;0;5;677;557
739;1690;1;5;337;541
728;1705;1;2;200;474
728;1714;1;5;97;441
726;1719;3;4;101;293
722;1724;3;4;334;273
722;1719;1;6;228;273
730;1713;1;4;222;247
713;1727;1;4;183;227
700;1743;2;2;138;209
702;1739;2;6;152;83
706;1742;2;6;539;95
